BIBLIOGRAFÍA,AUTOR,TÍTULO,FECHA,CRITERIO,BLOQUE,MEDIO,SOPORTE,TEMA,PAÍS,ZONA,TIPOLOGÍA,NOTAS,CONCORDANCIA
"«&#34;Atomos para la Paz&#34;». Triunfo. Madrid: Prensa Periódica, 1977-06-25.",,Triunfo,1977,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,,"buenos deseos de Carter en cuanto a las restricciones que impidan la proliferación de armas atómicas, su postura obliga a hacer algunas observaciones. En primer lugar hay que recordar que Carter jugó, en su campaña por la Presidencia, la carta antinuclear, anunciando restricciones a la construcción de nuevas plantas y el fomento de los usos de la energía solar. En su espectacular plan energético (que supone, en su formulación práctica, la solemne declaración de que ""la fiesta se ha acabado"" para la voraz y derrochadora sociedad americana) se expresan claramente las líneas maestras: conservación de la energía, incremento del uso del carbón y estímulos al ahorro"
"«Su propósito: convertir el sol en electricidad». ABC. Madrid: Prensa Española, S.A., 1978-01-14.",,ABC,1978,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"Un cuadro de superficie de terreno de dieciséis kilómetros de lado, en el sureste español, recibe por año una cantidad de energía solar igual a todo el consumo energético nacional. ¿Puede un país que en la actualidad importa el 60 por 100 de la energía que consume, permitirse el lujo de no aprovechar estos tesoros energéticos disponibles en su territorio?"
"«Su propósito: convertir el sol en electricidad». ABC. Madrid: Prensa Española, S.A., 1978-01-14.",,ABC,1978,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"De modo directo puede también convertirse en eléctrica la energía solar, mediante el empleo de placas o células fotoeléctricas (o, para hablar con mayor propiedad, fotovoltaicas). Al incidir sobre ellas la luz solar, generan directamente energía eléctrica que es expedida al exterior mediante los hilos de contacto de que están provistas. No precisan espejos, ni lentes, ni torres"
"«Su propósito: convertir el sol en electricidad». ABC. Madrid: Prensa Española, S.A., 1978-01-14.",,ABC,1978,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"Para beneficiarse de la energía solar no es indispensable transformarla primero en eléctrica. En muchos casos es preferible utilizarla directamente para atender las necesidades del consumidor. Si se trata de suministrar agua caliente y calefacción a una vida, lo más aconsejable es colocar sobre el tejado unos «colectores» o «captadores» solares en los que bajo"
"«Su propósito: convertir el sol en electricidad». ABC. Madrid: Prensa Española, S.A., 1978-01-14.",,ABC,1978,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"«colectores» o «captadores» solares en los que bajo la acción de los rayos del Sol se caliente el agua destinada a calentar la vivienda o a usos sanitarios. Los captadores son en esencia unos radiadores, por los que circula agua, alojados en una caja plana recubierta de vidrio. Similar captación de energía solar «in situ» es muy apropiada para atender las necesidades de muchas industrias."
"«Su propósito: convertir el sol en electricidad». ABC. Madrid: Prensa Española, S.A., 1978-01-14.",,ABC,1978,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"El Sol que una vez salvó a nuestra economía atrayendo a nuestras latitudes a millones de turistas, puede de nuevo salvarnos permitiéndonos reducir nuestras importaciones de productos energéticos. Carentes de yacimientos de combustibles fósiles, colocados en una latitud geográfica, media, beneficiarios de un clima soleado, para los españoles el recurso a la energía solar es más que una posibilidad, es una necesidad. No es una hipótesis, es un postulado que ineludiblemente hay que aceptar."
"«Su propósito: convertir el sol en electricidad». ABC. Madrid: Prensa Española, S.A., 1978-01-14.",,ABC,1978,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"No estamos en este sector tan despiertos como habríamos de estar, pero tampoco estamos dormidos. Más de media docena de industriales fabrican en España equipos y accesorios para utilizar la energía solar. Una larga quincena de esas se dedican a su instalación, con materiales nacionales o foráneos. Una docena de empresas de proyectos se encuentran capacitadas para planificar instalaciones solares, incluso de escala plenamente industrial, universidades, centros de investigación, institutos científicos y tecnológicos se afanan en toda la geografía."
"«Su propósito: convertir el sol en electricidad». ABC. Madrid: Prensa Española, S.A., 1978-01-14.",,ABC,1978,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"De la etapa de las anticipaciones o de los sueños se ha pasado ya, en lo que respecta a la energía solar, a la era de las realizaciones, menos ilusionada, pero más fructífera. La sociedad española y sus dirigentes han dejado ya de considerar «la solución solar» como un sueño de arbitristas iluminados o ilusos y la aceptan como una seria alternativa energética. En los recientes Pactos de la Moncloa ha quedado rubricada la"
"«Su propósito: convertir el sol en electricidad». ABC. Madrid: Prensa Española, S.A., 1978-01-14.",,ABC,1978,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"las realizaciones, menos ilusionada, pero más fructífera. La sociedad española y sus dirigentes han dejado ya de considerar «la solución solar» como un sueño de arbitristas iluminados o ilusos y la aceptan como una seria alternativa energética. En los recientes Pactos de la Moncloa ha quedado rubricada la decisión de emprender una política de energía solar. Sólo falta ponerla en práctica."
"«José Luis Díaz Fernández, director general de la Energía entre 1972 y 1975, con los ministros López de Letona, Santos Blanco, Alvarez Miranda y Pérez de Bricio, y responsable del trabajo de elaboración del Plan Energético Nacional de 1975, preparado a lo largo del año anterior, una vez que se desencadenó la crisis de la energía por el aumento del precio del petróleo decidido por los países exportadores, replica en el siguiente artículo la severa crítica al Plan realizada en estas páginas el día 31 de diciembre pasado por el grupo Energía-Ecología.». El País. Madrid: Diario El País, S.A., 1978-01-05.",,El País,1978,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,", me basta con repetir lo dicho ya hasta la saciedad: ningún país del mundo considera que estas energías supuestamente limpias sean utilizables de manera apreciable hasta principios del próximo siglo. No conozco planificación energética alguna a diez años, tanto en países de economía capitalista como socialista, que incluya entre sus cifras producciones de energía solar."
"Fernández Ordóñez, Francisco: La España necesaria. Madrid: Taurus, 1980.","Fernández Ordóñez, Francisco",La España necesaria,1980,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",España,,,,"energía en los países industrializados y a multiplicarse por siete en los países en desarrollo. El mundo entero se encuentra ante un problema formidable. Las perspectivas de disminución de la producción de petróleo plantean la necesidad de elaborar un sistema energético alternativo que estará basado en la energía nuclear  con nuevas técnicas de fusión, en la energía solar, y en una fuente fundamental de energía que es el ahorro. Se abre un período de transición durante el cual será necesario desviar inversiones colosales hacia este sector y establecer programas efectivos de ahorro."
"«El retorno a la sociedad agraria». El País. Madrid: Diario El País, S.A., 1980-02-12.",,El País,1980,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"Eso es precisamente lo que le intenta enseñar John Seymour en su guía práctica de la vida en el campo. Cómo cultivar el huerto familiar, cocer el propio pan, fabricar cerveza o vino, hacer queso, aprovechar la energía solar, producir gas metano y todos esos conocimientos de los campesinos que les permitían llevar una vida autónoma y rica en experiencias."
"«JOSÉ A. RODRÍGUEZ». El País. Madrid: Diario El País, S.A., 1980-03-02.",,El País,1980,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"Carlos Bustelo, ministro de Industria y Energía, presidió ayer en Palma de Mallorca la entrega de las instalaciones de energía solar en el hogar de ancianos al Consejo General Interinsular."
"«JOSÉ A. RODRÍGUEZ». El País. Madrid: Diario El País, S.A., 1980-03-02.",,El País,1980,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"Estas instalaciones han sido realizadas por GESA, empresa filial del Instituto Nacional de Industria, en estrecha colaboración con el Centro de Estudios para la Energía, que inicia así un programa sobre el aprovechamiento de la energía solar en baja temperatura para la producción de agua caliente sanitaria y calefacción. El proyecto, cuyos costes se elevan a unos doce millones de pesetas, ha sido costeado entre el CGI y el INI, y en el mismo se conseguirá un índice de un 45% de sustitución de combustibles convencionales por energía solar, lo"
"«JOSÉ A. RODRÍGUEZ». El País. Madrid: Diario El País, S.A., 1980-03-02.",,El País,1980,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"aprovechamiento de la energía solar en baja temperatura para la producción de agua caliente sanitaria y calefacción. El proyecto, cuyos costes se elevan a unos doce millones de pesetas, ha sido costeado entre el CGI y el INI, y en el mismo se conseguirá un índice de un 45% de sustitución de combustibles convencionales por energía solar, lo que arroja un ahorro anual de diecisiete toneladas de gasóleo C. La instalación tiene una duración prevista de unos veinte años."
"«Científicos de toda Europa se pronuncian a favor de la Conferencia de Madrid». El País. Madrid: Diario El País, S.A., 1980-03-02.",,El País,1980,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"La delegación española ha estado integrada en el campo de la energía alternativa por Antonio Luque, figura internacional en la investigación sobre energía solar, y por Manuel Losada, investigador en bioquímica de la Universidad de Sevilla, que ha desarrollado sistemas de producción de amoníaco a partir de algas primitivas y trucos genéticos para producir fertilizantes nitrogenados mediante energía solar. En el área de la nutrición, ha estado en Hamburgo Juan Martínez Moreno, gran especialista de Sevilla en aceites de oliva y grasas"
"«Científicos de toda Europa se pronuncian a favor de la Conferencia de Madrid». El País. Madrid: Diario El País, S.A., 1980-03-02.",,El País,1980,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"La delegación española ha estado integrada en el campo de la energía alternativa por Antonio Luque, figura internacional en la investigación sobre energía solar, y por Manuel Losada, investigador en bioquímica de la Universidad de Sevilla, que ha desarrollado sistemas de producción de amoníaco a partir de algas primitivas y trucos genéticos para producir fertilizantes nitrogenados mediante energía solar. En el área de la nutrición, ha estado en Hamburgo Juan Martínez Moreno, gran especialista de Sevilla en aceites de oliva y grasas, en aceites vegetales. También estuvo Enrique Sánchez Monge, genetista, especialista en trigos, catedrático de la Escuela de Ingenieros Agrónomos de Madrid. respecto al área médica, asistió el doctor Carmena,"
"«Un francés intentará atravesar el Atlántico en un bote de remos». El País. Madrid: Diario El País, S.A., 1980-07-11.",,El País,1980,Primera edición,No ficción,Escrito,Prensa,"Actualidad, ocio y vida cotidiana",España,,,Mayúsculas no acentuadas en el original,"algunos amigos y con el apoyo económico de una fábrica de conservas. En el interior se ha encontrado sitio para una colchoneta donde descansar, una pequeña cocina y una especie de mesa para los cálculos de la navegación. El Capitán Cook posee también un aparato de radio receptor, pero no emisor, alimentado con baterías recargables por energía solar gracias a unos paneles instalados en la superficie del bote. En petición de socorro recurriría a una baliza especialmente preparada para conectar con las frecuencias de los aviones."
"«Antonio Brugarolas, introductor del Norgamem en España». El País. Madrid: Diario El País, S.A., 1980-07-20.",,El País,1980,Primera edición,No ficción,Escrito,Prensa,Salud,España,,,Mayúsculas no acentuadas en el original,"R. Creo que hay que agotar los medios alternativos a la energía nuclear. El coste puede ser elevado, pero nada es elevado comparado con el daño a la humanidad. Debería darse prioridad al desarrollo de la energía solar y otras fuentes limpias, al margen de que los recursos de carbón, gas y petróleo son lo suficientemente abundantes para superar este período de crisis hasta que se pongan a punto tecnologías limpias, como la de fusión. Creo además que aún hay abundantes yacimientos de energías fósiles sin descubrir."
"Zaragoza, Juan Ramón: Concerto Grosso. Barcelona: Destino, 1981.","Zaragoza, Juan Ramón",Concerto Grosso,1981,Primera edición,Ficción,Escrito,Libro,Novela,España,,,Premio Eugenio Nadal 1980,"cierto, por último, que fueron las enormes ganancias obtenidas con su empresa lo que había permitido a Adolf Sturm costear los cuantiosos gastos de fundar y mantener un partido político hecho a su imagen y semejanza. Pero también era cierto que bajo la apariencia general de las Industrias Para —aparatos eléctricos en general, aplicaciones de la energía solar y electrónica para el hogar— se escondía una realidad intrigante y misteriosa."
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"El calor de la combustión de productos vegetales y animales se empleó en los primeros procesos químicos y en la obtención del primer combustible artificial: el carbón vegetal. Además de estos dos combustibles, hay descripciones en la antigüedad del uso de la energía solar para la obtención de sal a partir del agua de mar o de salmueras. No obstante, las descripciones más remotas en Babilonia, Asiria y Egipto comprenden entre otros la obtención de metales, piedras preciosas, vidrios de color y esmaltes."
"«Investigación sobre las posibilidades energéticas de los vegetales». El País. Madrid: Diario El País, S.A., 1981-01-03.",,El País,1981,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"La facultad de Ciencias de la Universidad Autónoma de México está llevando a cabo actualmente una investigación sobre las posibilidades energéticas de los vegetales. En el marco de la energía solar, existe una forma de aprovechamiento utilizada cotidianamente, la fotosíntesis, proceso que realizan las plantas y que resulta vital para la biosfera. En la facultad de Ciencias mexicana se está investigando sobre el proceso fotosintético que puede dar lugar a la extracción de proteínas y de combustibles de vital importancia para la humanidad. Las plantas"
"«Las exportaciones españolas de armas superaron los 35.000 millones de pesetas». ABC. Madrid: Prensa Española, S.A., 1982-05-14.",,ABC,1982,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Mayúsculas no acentuadas en el original,"produce y comercializa los aviones C-212, C-101 y CN-235; colabora internacionalmente y participa en programas europeos, como el Airbus Industrie, y en otras actividades espaciales como ya es conocido Casa, se dedica, además, al mantenimiento del material bélico de las Fuerzas Armadas, a la diversificación de actividades orientadas a la energía solar, aviónica, etcétera, y a trabajos de automoción."
"«Métase el sol en el bolsillo». ABC. Madrid: Prensa Española, S.A., 1982-04-17.",,ABC,1982,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,Energía solar
"«Métase el sol en el bolsillo». ABC. Madrid: Prensa Española, S.A., 1982-04-17.",,ABC,1982,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"TAN deprisa como están subiendo los precios de utilización de la electricidad de origen tradicional están bajando los costes de los sistemas de aprovechamiento de la energía solar. La progresión y el desarrollo cada vez más eficaz en la investigación sobre la energía solar, tanto en sus sistemas técnicos como fotovoltaicos, está dando, a pasos agigantados, la oportunidad de que el sol sustituya a las fuentes energéticas tradicionales (petróleo, gas, carbón, etc.)."
"«Métase el sol en el bolsillo». ABC. Madrid: Prensa Española, S.A., 1982-04-17.",,ABC,1982,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"TAN deprisa como están subiendo los precios de utilización de la electricidad de origen tradicional están bajando los costes de los sistemas de aprovechamiento de la energía solar. La progresión y el desarrollo cada vez más eficaz en la investigación sobre la energía solar, tanto en sus sistemas técnicos como fotovoltaicos, está dando, a pasos agigantados, la oportunidad de que el sol sustituya a las fuentes energéticas tradicionales (petróleo, gas, carbón, etc.)."
"«Métase el sol en el bolsillo». ABC. Madrid: Prensa Española, S.A., 1982-04-17.",,ABC,1982,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"Haciendo algunos cálculos sobre la factura de la luz, y con visión de futuro, habrá que ir pensando en la energía solar fotovoltaica, especialmente para usos domésticos y sin duda alguna para pueblos aislados, hotelitos e instalaciones industriales de reducido consumo."
"«Métase el sol en el bolsillo». ABC. Madrid: Prensa Española, S.A., 1982-04-17.",,ABC,1982,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"Pero el aprovechamiento de la energía solar no queda aquí. Si la energía fotovoltaica está en fase de desarrollo, la energía térmica puede asegurarse que ha alcanzado su mayoría de edad, al menos para la obtención de niveles de temperatura próximos a los 100 ºC, equivalentes a 60 ºC, eficaces de servicio. Utilizables perfectamente en usos de agua"
"«Métase el sol en el bolsillo». ABC. Madrid: Prensa Española, S.A., 1982-04-17.",,ABC,1982,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,Los bajos costes y las ayudas del Estado hacen que las instalaciones de aprovechamiento térmico de la energía solar se amorticen en cuatro o cinco años.
"«Métase el sol en el bolsillo». ABC. Madrid: Prensa Española, S.A., 1982-04-17.",,ABC,1982,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Mayúsculas no acentuadas en el original,"Y en el colmo del perfeccionismo está la utilización de microordenadores para obtener el máximo rendimiento en los sistemas mixtos que, como el instalado en el Palacio de la Zarzuela, permite la utilización de la energía solar conjuntamente con las energías tradicionales. El microordenador muestra las temperaturas de las salas y de los equipos y regula la incorporación de la energía eléctrica en apoyo de la solar cuando las temperaturas de servicio están por debajo de las programadas."
"Jarabo Friedrich, Francisco: La energía de la biomasa. Madrid: SAPT Publicaciones Técnicas, 1999.","Jarabo Friedrich, Francisco",La energía de la biomasa,1984,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"De alguna forma toda la energía de que el ser humano ha dispuesto en el pasado y dispondrá en el futuro tiene un origen común: la energía solar. La utilización racional de esta gran fuente de energía puede decirse que comenzó hace unos 10.000 años, cuando el ser humano dejó de ser cazador-recolector para transformarse en agricultor. Desde entonces y hasta finales del siglo pasado, fue la agricultura la actividad que cubrió la mayor parte de las necesidades energéticas de"
"Jarabo Friedrich, Francisco: La energía de la biomasa. Madrid: SAPT Publicaciones Técnicas, 1999.","Jarabo Friedrich, Francisco",La energía de la biomasa,1984,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"Así pues, las especies vegetales representan el modelo básico de la utilización de la energía solar, fuente de vida a través de un proceso en el cual las plantas verdes son capaces de captar la energía de las radiaciones luminosas y almacenaría en forma de energía química."
"Jarabo Friedrich, Francisco: La energía de la biomasa. Madrid: SAPT Publicaciones Técnicas, 1999.","Jarabo Friedrich, Francisco",La energía de la biomasa,1984,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"Evidentemente, cuando se piensa en las energías alternativas para sustituir a los combustibles de origen fósil, generalmente lo primero que se tiene en  cuenta es la posibilidad de utilizar la energía solar, ya que la cantidad total de energía que recibe la Tierra procedente del Sol supera en más de 10.000 veces la demanda energética total de la Humanidad."
"Jarabo Friedrich, Francisco: La energía de la biomasa. Madrid: SAPT Publicaciones Técnicas, 1999.","Jarabo Friedrich, Francisco",La energía de la biomasa,1984,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"Si bien esta cantidad de energía solar es considerable, si se tiene en cuenta la superficie total de la Tierra, se observa que su dispersión es muy alta, con lo que el principal problema a resolver, si se quiere utilizar la energía solar, es establecer sistemas que la concentren y la transformen en otro tipo que sea de fácil utilización para"
"Jarabo Friedrich, Francisco: La energía de la biomasa. Madrid: SAPT Publicaciones Técnicas, 1999.","Jarabo Friedrich, Francisco",La energía de la biomasa,1984,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"Si bien esta cantidad de energía solar es considerable, si se tiene en cuenta la superficie total de la Tierra, se observa que su dispersión es muy alta, con lo que el principal problema a resolver, si se quiere utilizar la energía solar, es establecer sistemas que la concentren y la transformen en otro tipo que sea de fácil utilización para la actividad humana."
"Jarabo Friedrich, Francisco: La energía de la biomasa. Madrid: SAPT Publicaciones Técnicas, 1999.","Jarabo Friedrich, Francisco",La energía de la biomasa,1984,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"Hasta ahora la mayoría de los sistemas desarrollados por los seres humanos con este fin, si bien han representado un notable esfuerzo investigador, adolecen de unas perspectivas económicamente rentables para aprovechar la energía solar en forma masiva. Precisamente por esto se está intentando volver al modelo básico ya citado de captación y acumulación de energía solar, seleccionado por la Naturaleza a lo largo de un proceso de evolución de más de 3.000 millones de años, manteniendo la vida en la Tierra hasta nuestros días: la fijación de la"
"Jarabo Friedrich, Francisco: La energía de la biomasa. Madrid: SAPT Publicaciones Técnicas, 1999.","Jarabo Friedrich, Francisco",La energía de la biomasa,1984,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"Hasta ahora la mayoría de los sistemas desarrollados por los seres humanos con este fin, si bien han representado un notable esfuerzo investigador, adolecen de unas perspectivas económicamente rentables para aprovechar la energía solar en forma masiva. Precisamente por esto se está intentando volver al modelo básico ya citado de captación y acumulación de energía solar, seleccionado por la Naturaleza a lo largo de un proceso de evolución de más de 3.000 millones de años, manteniendo la vida en la Tierra hasta nuestros días: la fijación de la energía solar por las plantas verdes."
"Jarabo Friedrich, Francisco: La energía de la biomasa. Madrid: SAPT Publicaciones Técnicas, 1999.","Jarabo Friedrich, Francisco",La energía de la biomasa,1984,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"solar en forma masiva. Precisamente por esto se está intentando volver al modelo básico ya citado de captación y acumulación de energía solar, seleccionado por la Naturaleza a lo largo de un proceso de evolución de más de 3.000 millones de años, manteniendo la vida en la Tierra hasta nuestros días: la fijación de la energía solar por las plantas verdes."
