BIBLIOGRAFÍA,AUTOR,TÍTULO,FECHA,CRITERIO,BLOQUE,MEDIO,SOPORTE,TEMA,PAÍS,ZONA,TIPOLOGÍA,NOTAS,CONCORDANCIA
"López Bonillo, Diego: El Medio Ambiente. Madrid: Cátedra, 1994.","López Bonillo, Diego",El Medio Ambiente,1994,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"La consecuencia de todo ello es que si bien no cabe negar que un aumento de ciertos componentes en la atmósfera puede contribuir al cambio climático, para determinar el auténtico alcance de este cambio debe existir simultáneamente una comprensión del funcionamiento del sistema climático de la Tierra, especialmente las relaciones atmósfera-océano-hielo que arrojará luz sobre el alcance de las variaciones naturales."
"López Bonillo, Diego: El Medio Ambiente. Madrid: Cátedra, 1994.","López Bonillo, Diego",El Medio Ambiente,1994,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"En la determinación del cambio climático originado por actividades humanas adquiere un protagonismo creciente el estudio del comportamiento del ozono estratosférico, es decir, su destrucción por la adición de sustancias contaminantes. Es uno de los problemas que tiene planteados la ciencia actual."
"López Bonillo, Diego: El Medio Ambiente. Madrid: Cátedra, 1994.","López Bonillo, Diego",El Medio Ambiente,1994,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"sí y la dimensión espacio-temporal que les caracteriza. Los efectos de un impacto sobre el medio ambiente pueden prolongarse en un espacio amplio, mucho más allá del ámbito en que se origina y a lo largo de períodos de tiempo dilatados. Los ejemplos de este tipo son numerosos, entre los que cabe citar el cambio climático, los efectos de accidentes nucleares, etc."
"López Bonillo, Diego: El Medio Ambiente. Madrid: Cátedra, 1994.","López Bonillo, Diego",El Medio Ambiente,1994,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,– Cambio climático.
"López Bonillo, Diego: El Medio Ambiente. Madrid: Cátedra, 1994.","López Bonillo, Diego",El Medio Ambiente,1994,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"planetaria un tema de estudio es el cambio global. Cada una de ellas requiere un tratamiento distinto, cuya dificultad se incrementa con la magnitud de la escala. Así, para salvaguardar los componentes de un ecosistema de dimensiones reducidas basta con incluirlo en el planeamiento municipal correspondiente, mientras que para solucionar el problema del posible cambio climático se requiere acuerdos efectivos de todos los países del mundo."
"«TRIBUNA LIBRE». El Mundo. Madrid: Unidad Editorial, 1995.",,El Mundo,1994,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano,"l Programa de las Naciones Unidas para el Desarrollo (PNUD), y al Programa de las Naciones Unidas para el Medio Ambiente (PNUMA), nace el Fondo Global para el Medio Ambiente (GEF), que aunque teóricamente independiente, actúa en la práctica subordinado al Banco Mundial en proyectos sobre biodiversidad, cambio climático, capa de ozono y desertificación."
"«TRIBUNA LIBRE». El Mundo. Madrid: Unidad Editorial, 1995.",,El Mundo,1994,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano,"Pero la gran cuestión es la siguiente: ¿qué grados de cambio climático, de escasez de agua y de incremento de la contaminación estamos dispuestos a asimilar en los países ricos, junto con la presencia en nuestras puertas de masas de desesperados inmigrantes, para que nuestras miopes clases dirigentes o minorías rectoras se enfrenten abiertamente con la situación? La catástrofe ecológica y humana que se nos viene encima va"
"«LUIS MIGUEL SÁNCHEZ: Los sofismas de Leguina». El Mundo. Madrid: Unidad Editorial, 1995.",,El Mundo,1994,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano,"la lectura del «Madrid 21», documento elaborado por la Agencia del Medio Ambiente (AMA) de la Comunidad de Madrid. La AMA aborda la política ambiental y sus orientaciones a medio y largo plazo para el desarrollo sostenible en la región madrileña. Y así, se hace un repaso a los problemas ambientales —cambio climático, acidificación y contaminación del aire, gestión de residuos, etc.— y a los sectores económicos —industria, energía, transporte, agricultura...— de fuerte impacto ambiental, sin hacer ni siquiera mención del propio modelo económico de crecimiento no discriminado."
"«Un estudio demuestra que la masa vegetal del planeta es incapaz de frenar el avance del cambio climático». El Mundo. Madrid: Unidad Editorial, 1995.",,El Mundo,1994,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano. Incluido en CD-ROM del segundo semestre de 1994,Un estudio demuestra que la masa vegetal del planeta no frena el avance del cambio climático (gráfico)
"«Un estudio demuestra que la masa vegetal del planeta es incapaz de frenar el avance del cambio climático». El Mundo. Madrid: Unidad Editorial, 1995.",,El Mundo,1994,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano. Incluido en CD-ROM del segundo semestre de 1994,Un estudio demuestra que la masa vegetal del planeta es incapaz de frenar el avance del cambio climático
"«Un estudio demuestra que la masa vegetal del planeta es incapaz de frenar el avance del cambio climático». El Mundo. Madrid: Unidad Editorial, 1995.",,El Mundo,1994,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano. Incluido en CD-ROM del segundo semestre de 1994,"No obstante, algunos científicos aseguraron que no había motivos para alarmarse, argumentando que el exceso de dióxido de carbono sería absorbido por la masa vegetal del planeta, y que esto paliaría las consecuencias del cambio climático. Sin embargo, un experimento dirigido por el profesor Walter Oechel, de la Universidad de San Diego, parece haber frustrado estas esperanzas, demostrando que la naturaleza no puede solucionarnos nuestros problemas medioambientales."
"«Un estudio demuestra que la masa vegetal del planeta es incapaz de frenar el avance del cambio climático». El Mundo. Madrid: Unidad Editorial, 1995.",,El Mundo,1994,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano. Incluido en CD-ROM del segundo semestre de 1994,"DRAMATICAS CONSECUENCIAS.— «Ya no hay ninguna excusa para eludir esta cuestión. No podremos evitar las dramáticas consecuencias del cambio climático incrementando los sumideros. Sólo podremos conseguirlo reduciendo las emisiones», declaró ayer a EL MUNDO un portavoz de esta organización medioambiental."
"«Un estudio demuestra que la masa vegetal del planeta es incapaz de frenar el avance del cambio climático». El Mundo. Madrid: Unidad Editorial, 1995.",,El Mundo,1994,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano. Incluido en CD-ROM del segundo semestre de 1994,"Según un reciente informe realizado por la Secretaría de Estado de Medio Ambiente, el cambio climático podría provocar para el año 2050 un aumento de la temperatura anual media en España de 2,5 grados y un descenso de la precipitación de aproximadamente un 10%."
"«Un estudio demuestra que la masa vegetal del planeta es incapaz de frenar el avance del cambio climático». El Mundo. Madrid: Unidad Editorial, 1995.",,El Mundo,1994,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano. Incluido en CD-ROM del segundo semestre de 1994,"Por otra parte, los incrementos de temperatura podrían extender el ámbito geográfico de algunas enfermedades. España, en concreto, podría verse afectada por algunas de las plagas que en la actualidad afectan al continente africano. Se han señalado también como efectos del cambio climático el aumento de los casos de estrés de calor, la propagación de enfermedades contagiosas, y el aumento del cáncer de piel, las cataratas y las enfermedades pulmonares."
"«No se transferirá a la Generalitat». La Vanguardia. Barcelona: T.I.S.A, 1994.",,La Vanguardia,1994,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano. En el texto no se acentúan las mayúsculas,"La predicción meteorológica no se puede hacer desde un ámbito territorial exclusivo, sino que requiere una coordinación de carácter global. Hemos hecho consultas de tipo jurídico en países de tradición federal y en ninguno de ellos se ha transferido este servicio"", dijo Bautista. Manuel Bautista insistió en la necesidad de reforzar los estudios sobre el posible cambio climático. En este sentido, dijo que, aunque los modelos disponibles son aún insuficientes y contradictorios, de cumplirse, España registraría en el 2050 un aumento de temperatura de 2,5 grados centígrados."
"«EL DESEO LEGÍTIMO y solidario de tratar los propios residuos sin tener que exportarlos se ha interpretado como un gesto autárquico.». La Vanguardia. Barcelona: T.I.S.A, 1994.",,La Vanguardia,1994,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,"destina tan solo un 33% a proyectos ambientales. También los proyectos estatales aprobados por la Comisión Europea destinan un 83% a infraestructuras y un ínfimo 17% a ambiente. Los proyectos de transportes presentados otorgan un 72% a carreteras y un 10% al ferrocarril, prioridad que delata un escaso interés por el cambio climático. Y aun más de la mitad del presupuesto de proyectos ambientales se solicita para la gestión integral del agua y es posible que se intenten financiar obras del Plan Hidrológico, algunas de las cuales han rechazado tanto ecologistas como técnicos y profesores de universidad. Sin duda, una coordinación como la descrita no"
"«BREVES DE MADRID». El Mundo. Madrid: Unidad Editorial, 1995.",,El Mundo,1995,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano,"Aedenat criticó ayer la pasividad del Ayuntamiento de Madrid en relación al cambio climático, en contraste con ciudades españolas como Barcelona, Bilbao y Granada, que se han comprometido a reducir sus emisiones de dióxido de carbono (CO) en un 20% para el año 2005, junto a 156 ciudades más de 65 países. SERVIMEDIA"
"«RUSIA A LAS URNAS». El Mundo. Madrid: Unidad Editorial, 1995-12-03.",,El Mundo,1995,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano,"MOSCU.— Rusia se convertirá en un paraíso repleto de palmerales, plataneras y playas de aguas cálidas. Este cambio climático radical no será debido a la acción de la galopante polución de la industria rusa. La conversión de las gélidas estepas siberianas en frondosas selvas habitadas por tucanes se realizará por decreto presidencial."
"«REVISTA DE PRENSA». El Mundo. Madrid: Unidad Editorial, 1996.",,El Mundo,1995,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano,"inquietante de la climatología: salvo en altísimos picachos pirenaicos la nieve ha desaparecido, derretida por la lluvia, y aparte de descarrilar trenes esto significa que no hay neveros que resistan hasta la primavera, que son los que deben mantener luego los ríos y las aguas subterráneas en los meses secos: aunque llueva en invierno, el cambio climático sigue llevando la semilla de la catástrofe)."
"«La propuesta se planteará en el transcurso de la actual presidencia española de la Unión Europea». El Mundo. Madrid: Unidad Editorial, 1996.",,El Mundo,1995,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano,"También se quiere aprobar la propuesta de reforma de la directiva que tiene por finalidad evitar los accidentes en las industrias que manejan sustancias peligrosas y, por último, estudiar la normativa sobre evaluación de impacto medioambiental y, además, la estrategia comunitaria ante el cambio climático. También se prepararán la Conferencia Euromediterránea de Barcelona y la Conferencia Paneuropea de Medio Ambiente de Sofía (Bulgaria) del 23 de octubre."
"«IMPRESIONES: Otra política para evitar el deterioro de la Tierra». El Mundo. Madrid: Unidad Editorial, 1996.",,El Mundo,1995,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano,"Cerca de 180 científicos reunidos en Madrid están de acuerdo en que la acción humana es el factor determinante en el cambio climático al que estamos asistiendo. Los expertos achacan al efecto invernadero, que se ha acelerado de forma vertiginosa en las dos últimas décadas, la elevación de la temperatura en la Tierra. Este calentamiento se produce por la emisión de gases industriales que dañan la capa de ozono que envuelve la atmósfera. Los científicos"
"«Reunido en Madrid el grupo de ciencia del cambio climático &mdash; Cristina Narbona: «Las emisiones de CO son consecuencia de un sistema energético ineficaz» &mdash; Las temperaturas podrían subir hasta tres grados y medio en el próximo siglo». El Mundo. Madrid: Unidad Editorial, 1996.",,El Mundo,1995,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano,Ecología. Cumbre Intergubernamental del Cambio Climático de Madrid. Responsabilidad del hombre
"«Reunido en Madrid el grupo de ciencia del cambio climático &mdash; Cristina Narbona: «Las emisiones de CO son consecuencia de un sistema energético ineficaz» &mdash; Las temperaturas podrían subir hasta tres grados y medio en el próximo siglo». El Mundo. Madrid: Unidad Editorial, 1996.",,El Mundo,1995,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano,Reunido en Madrid el grupo de ciencia del cambio climático — Cristina Narbona: «Las emisiones de CO son consecuencia de un sistema energético ineficaz» — Las temperaturas podrían subir hasta tres grados y medio en el próximo siglo
"«Reunido en Madrid el grupo de ciencia del cambio climático &mdash; Cristina Narbona: «Las emisiones de CO son consecuencia de un sistema energético ineficaz» &mdash; Las temperaturas podrían subir hasta tres grados y medio en el próximo siglo». El Mundo. Madrid: Unidad Editorial, 1996.",,El Mundo,1995,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano,Los expertos mundiales culpan al hombre del cambio climático que está sufriendo el planeta
"«Reunido en Madrid el grupo de ciencia del cambio climático &mdash; Cristina Narbona: «Las emisiones de CO son consecuencia de un sistema energético ineficaz» &mdash; Las temperaturas podrían subir hasta tres grados y medio en el próximo siglo». El Mundo. Madrid: Unidad Editorial, 1996.",,El Mundo,1995,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano,MADRID.— Hay cada vez más evidencias que señalan al hombre como el mayor causante del cambio del clima. Esta es una de las muchas conclusiones a las que llegarán mañana los expertos en meteorología y climatología del Panel Intergubernamental del Cambio Climático (IPCC) que se reúnen desde ayer en Madrid.
"«Reunido en Madrid el grupo de ciencia del cambio climático &mdash; Cristina Narbona: «Las emisiones de CO son consecuencia de un sistema energético ineficaz» &mdash; Las temperaturas podrían subir hasta tres grados y medio en el próximo siglo». El Mundo. Madrid: Unidad Editorial, 1996.",,El Mundo,1995,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano,"SISTEMA INEFICAZ.— Para la secretaria de Estado, los conocimientos científicos actuales sobre el cambio climático, son suficientes para constatar el perjuicio que entrañan las emisiones de anhídrido carbónico (CO). Según Narbona, «las emisiones de CO son la consecuencia de un sistema energético ineficaz que debe ser replanteado»."
"«Reunido en Madrid el grupo de ciencia del cambio climático &mdash; Cristina Narbona: «Las emisiones de CO son consecuencia de un sistema energético ineficaz» &mdash; Las temperaturas podrían subir hasta tres grados y medio en el próximo siglo». El Mundo. Madrid: Unidad Editorial, 1996.",,El Mundo,1995,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano,"Según José Luis García Ortega, responsable de la campaña de energía y cambio climático de Greenpeace, con las conclusiones que se adoptarán en Madrid «hay que pasar a la acción»."
"«Reunido en Madrid el grupo de ciencia del cambio climático &mdash; Cristina Narbona: «Las emisiones de CO son consecuencia de un sistema energético ineficaz» &mdash; Las temperaturas podrían subir hasta tres grados y medio en el próximo siglo». El Mundo. Madrid: Unidad Editorial, 1996.",,El Mundo,1995,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano,"Según las conclusiones del grupo de trabajo II del IPCC sobre el cambio climático, «la gente que vive en tierras semiáridas, en zonas costeras bajas, en áreas limítrofes al agua o en pequeñas islas, son particularmente vulnerables al cambio climático». Todo esto podría ocurrir según el plantel de expertos:"
"«Reunido en Madrid el grupo de ciencia del cambio climático &mdash; Cristina Narbona: «Las emisiones de CO son consecuencia de un sistema energético ineficaz» &mdash; Las temperaturas podrían subir hasta tres grados y medio en el próximo siglo». El Mundo. Madrid: Unidad Editorial, 1996.",,El Mundo,1995,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano,"Según las conclusiones del grupo de trabajo II del IPCC sobre el cambio climático, «la gente que vive en tierras semiáridas, en zonas costeras bajas, en áreas limítrofes al agua o en pequeñas islas, son particularmente vulnerables al cambio climático». Todo esto podría ocurrir según el plantel de expertos:"
"«Reunido en Madrid el grupo de ciencia del cambio climático &mdash; Cristina Narbona: «Las emisiones de CO son consecuencia de un sistema energético ineficaz» &mdash; Las temperaturas podrían subir hasta tres grados y medio en el próximo siglo». El Mundo. Madrid: Unidad Editorial, 1996.",,El Mundo,1995,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano,"Salud.— «El cambio climático es probable que tenga un amplio alcance y sobre todo efectos adversos en la salud humana, con pérdida significativa de vidas»."
"«Reunido en Madrid el grupo de ciencia del cambio climático &mdash; Cristina Narbona: «Las emisiones de CO son consecuencia de un sistema energético ineficaz» &mdash; Las temperaturas podrían subir hasta tres grados y medio en el próximo siglo». El Mundo. Madrid: Unidad Editorial, 1996.",,El Mundo,1995,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano,"Nivel del mar.— «El cambio climático producirá cambios, incrementando el nivel medio, y podría provocar la alteración de la circulación de los oceános, el régimen de olas y reducciones de las zonas heladas»."
"Díez de Velasco, Francisco: Hombres, Ritos, Dioses. Introducción a la Historia de las Religiones.. Madrid: Trotta, 1995.","Díez de Velasco, Francisco","Hombres, Ritos, Dioses. Introducción a la Historia de las Religiones.",1995,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,,Los instrumentos bibliográficos básicos orientativos (reseñados al final de cada bloque temático importante) no han sido incluidos.,"l paraíso perdido. Tomar de la naturaleza lo que ofrece «sin esfuerzo», vivir en simbiosis con un mundo natural salvaguardado por espíritus aliados y en pequeños grupos de índole familiar se convierte en el contramodelo al que resulta imposible retornar. La reproducción descontrolada (¿simbolizada en el pecado original?) o el cambio climático (¿simbolizado en el castigo divino?) convirtieron al hombre en agricultor, condición de la que se ha liberado solamente y de modo progresivo desde hace algo más de un siglo. Atado a la tierra, cada vez más numeroso e inserto en sociedades cada vez más complejas, el hombre agricultor desarrolló una"
"«Con el agua al cuello.». La Vanguardia. Barcelona: T.I.S.A, 1995.",,La Vanguardia,1995,Primera edición,No ficción,Escrito,Prensa,"Actualidad, ocio y vida cotidiana",España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,"Ahora vienen las preguntas: ¿en qué parará todo esto, si el presumible cambio climático progresa y el nivel del mar se eleva aunque sólo sea un modesto par de metros? ¿se imaginan el mar subiendo implacablemente por la Rambla hasta la plaza Reial?, ¿alguien cree que en Bangla Desh, en Río de Janeiro o en Amposta pueden levantarse ingentes diques en cuatro días o evacuar millones de"
"«El dilema argelino.». La Vanguardia. Barcelona: T.I.S.A, 1995.",,La Vanguardia,1995,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,"EL convenio sobre cambio climático, suscrito en Río de Janeiro, en 1992, en el marco de la cumbre internacional sobre la Tierra, obliga a los países desarrollados a aplicar políticas dirigidas a estabilizar las emisiones de dióxido de carbono, a finales de siglo, a los mismos niveles de 1990. Se trata de frenar el incremento del efecto invernadero"
"«La cumbre del clima.». La Vanguardia. Barcelona: T.I.S.A, 1995.",,La Vanguardia,1995,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,"EL convenio sobre cambio climático, suscrito en Río de Janeiro, en 1992, en el marco de la cumbre internacional sobre la Tierra, obliga a los países desarrollados a aplicar políticas dirigidas a estabilizar las emisiones de dióxido de carbono, a finales de siglo, a los mismos niveles de 1990. Se trata de frenar el incremento del efecto invernadero"
"«La factoría Greenpeace.». La Vanguardia. Barcelona: T.I.S.A, 1995.",,La Vanguardia,1995,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,"Los objetivos se amplían: protección de los ecosistemas marinos y de la capa de ozono, de los bosques, la Antártida; detener el cambio climático, impedir el comercio de tecnologías contaminantes... Los guerreros del arco iris vuelven a estar en forma. A estas alturas, cuando el Gobierno francés les llama ""banda de gamberros e indeseables"" al planeta se le revuelven las tripas."
"«La factoría Greenpeace.». La Vanguardia. Barcelona: T.I.S.A, 1995.",,La Vanguardia,1995,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,"CLIMA. Detener el cambio climático que produciría el incremento de  en la atmósfera, con el efecto invernadero, es uno de los objetivos de la organización. Para ello, se intenta favorecer el ahorro, la utilización eficiente de la energía y el desarrollo de las energías limpias y renovables."
"«El cambio climático y la extinción de especies propicia la proliferación de las medusas.». La Vanguardia. Barcelona: T.I.S.A, 1995.",,La Vanguardia,1995,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,El cambio climático y la extinción de especies propicia la proliferación de las medusas.
