BIBLIOGRAFÍA,AUTOR,TÍTULO,FECHA,CRITERIO,BLOQUE,MEDIO,SOPORTE,TEMA,PAÍS,ZONA,TIPOLOGÍA,NOTAS,CONCORDANCIA
"Paso, Fernando del: Palinuro de México. Madrid: Alfaguara, 1982.","Paso, Fernando del",Palinuro de México,1977,Primera edición,Ficción,Escrito,Libro,Novela,México,México y Centroamérica,,Premio de Novela México 1975. Premio Rómulo Gallegos 1982. El capítulo 24 (pp. 629-696) es una pieza de teatro. No acentúa las mayúsculas,"establecimientos de masaje) la proteína básica de la vida se tiñe de púrpura resplandeciente y los espermatozoides se transforman en fósforos culebreantes. ¡Ah, mi querido Palinuro: los misterios anfibios que te esperan! ¡El abanico de colores de sugerencias exhorbitantes ante el cual palidecen el espectro de Munsell y el catálogo de Winsor and Newton! Compré también toda una colección de tierras y acrílicos. Con la Auramina —le dije a Sir Laurence Olivier que me miraba muy serio desde una cartelera teatral— las larvas de la salamandra enseñan su propensión al fuego. Con el Azul Nilo —murmuré entre dientes cuando atravesaba la calle Windmill, rumbo a Piccadilly Circus— las hidras"
"Paso, Fernando del: Palinuro de México. Madrid: Alfaguara, 1982.","Paso, Fernando del",Palinuro de México,1977,Primera edición,Ficción,Escrito,Libro,Novela,México,México y Centroamérica,,Premio de Novela México 1975. Premio Rómulo Gallegos 1982. El capítulo 24 (pp. 629-696) es una pieza de teatro. No acentúa las mayúsculas,"de las Tres Culturas, el clochard que me regaló un elefantito blanco a la orilla del Sena, todos, en fin, vamos paseando por el mundo una serie de agujeros nervios y gelatinas que ni siquiera tienen nuestro nombre! También fui, muchas veces, al Observatorio Real de Greenwich y conocí el telescopio de Newton. Y así, le dije a uno de los guardias del observatorio, así como los astrónomos célebres se han ganado un lugar en el cielo contemplando la noche durante dos minutos o cincuenta años hasta que descubren una estrella nueva (aunque quizás muerta hace mil años) y le dan su nombre. Así como en el cielo"
"Paso, Fernando del: Palinuro de México. Madrid: Alfaguara, 1982.","Paso, Fernando del",Palinuro de México,1977,Primera edición,Ficción,Escrito,Libro,Novela,México,México y Centroamérica,,Premio de Novela México 1975. Premio Rómulo Gallegos 1982. El capítulo 24 (pp. 629-696) es una pieza de teatro. No acentúa las mayúsculas,"en su caballo Copenhagen, y viendo su monumento, viendo Aspley House, me pregunté dónde había quedado el buen gusto inglés, dónde se había ido el talento de los arquitectos que construyeron la abadía de Westminster, en la que tantas veces y frente a las placas y los bustos y los nichos de Jane Austen y Coleridge y Newton y tantos otros artistas y personajes, me pregunté: si aprendemos a ver la luz con los ojos de Turner, ¿por qué la mácula lútea de nuestra retina no se llama la mácula de Turner? Si aprendemos a entender el mundo con el cerebro de Einstein, ¿por qué no tenemos en nuestro cerebro un"
"Scolarici, Tomás E.: Astronomía desde la terraza. Buenos Aires: Editorial Caymi, SAC e I, 1978.","Scolarici, Tomás E.",Astronomía desde la terraza,1978,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"En ese mismo año, nacerá Newton, y con él, la moderna astronomía alcanzará su juventud y se acercará a su madurez guiada por manos firmes."
"Scolarici, Tomás E.: Astronomía desde la terraza. Buenos Aires: Editorial Caymi, SAC e I, 1978.","Scolarici, Tomás E.",Astronomía desde la terraza,1978,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,Isaac Newton hará esencialmente una astronomía matemática.
"Serrano Pareja, Antonio: Coleccionismo de sellos. León: Everest, 1979.","Serrano Pareja, Antonio",Coleccionismo de sellos,1979,Primera edición,No ficción,Escrito,Libro,"Actualidad, ocio y vida cotidiana",España,,,,"Sin asustarnos demasiado, sabemos que «todo es relativo», según comprobó el físico alemán Albert Einstein, autor de la teoría de la relatividad del tiempo, que vino a modificar la del matemático, físico y astrónomo inglés Isaac Newton, que en 1665-67 inventó el binomio que lleva su nombre y la gravitación universal, con arreglo a la cual el tiempo es una cosa absoluta y su curso siempre es el mismo. Parece auténtica la anécdota recogida por el escritor poeta y pensador francés Voltaire, que en su obra «Lettres sur les Anglais», asegura que"
"Serrano Pareja, Antonio: Coleccionismo de sellos. León: Everest, 1979.","Serrano Pareja, Antonio",Coleccionismo de sellos,1979,Primera edición,No ficción,Escrito,Libro,"Actualidad, ocio y vida cotidiana",España,,,,"la cual el tiempo es una cosa absoluta y su curso siempre es el mismo. Parece auténtica la anécdota recogida por el escritor poeta y pensador francés Voltaire, que en su obra «Lettres sur les Anglais», asegura que la caída de una manzana en el jardín de Woolsthorpe fue el punto de partida para que Newton llegase a concebir el principio de la gravitación universal."
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"ingresar en el Politécnico de Zurich y debió asistir previamente a una escuela privada antes de repetir con éxito el examen de admisión; faltaba a clases: prefería la lectura, el aprendizaje del violín y sólo meditaba acerca de las cuestiones que le interesaban. En suma, no fue un alumno precisamente brillante (tampoco lo fue Newton), si se entiende por tal a aquél capaz de andar sin sobresaltos por un camino trillado. ""El rasgo más característico de su obra"", escribe su biógrafo Infeld, ""es la originalidad y la obstinación, la capacidad de recorrer un camino solitario durante años y años, no la capacidad de estudio,"
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"En 1687 el gran físico inglés Isaac Newton publicó uno de los libros más notables de la historia del pensamiento científico: Principios matemáticos de filosofía natural. Allí se sintetizan siglos de conocimiento disperso, de observaciones acerca de hechos inexplicados, de ingentes esfuerzos por comprender las claves del movimiento de los cuerpos terrestres y celestes. Pero el propio Newton reconoció su deuda de"
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"el gran físico inglés Isaac Newton publicó uno de los libros más notables de la historia del pensamiento científico: Principios matemáticos de filosofía natural. Allí se sintetizan siglos de conocimiento disperso, de observaciones acerca de hechos inexplicados, de ingentes esfuerzos por comprender las claves del movimiento de los cuerpos terrestres y celestes. Pero el propio Newton reconoció su deuda de gratitud hacia quienes lo habían precedido. Si he podido ver más lejos —dijo— es porque me he trepado sobre los hombros de gigantes. Sin duda, esos colosos ilustres fueron —entre otros— René Descartes, Johannes Kepler y muy especialmente Galileo Galilei, quien presentó por primera vez reglas claras y constantes para"
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"formulación de hipótesis verificables por medio de la experiencia— al estudio de los cuerpos terrestres: péndulos, planos inclinados, proyectiles. Pero estos aportes parecían responder a problemas diferentes. ¿Habría una física del movimiento celeste y otra del movimiento terrestre? Galileo y Kepler no  pudieron contestar esa pregunta. La contestó Newton, medio siglo después; y la respuesta fue negativa. No; las leyes que rigen el desplazamiento de los cuerpos, de planetas y asteroides, de soles y cometas, de piedras que caen y globos que suben, de proyectiles lanzados horizontal u oblicuamente, esas leyes son únicas. Tal fue la inmortal contribución de"
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,", medio siglo después; y la respuesta fue negativa. No; las leyes que rigen el desplazamiento de los cuerpos, de planetas y asteroides, de soles y cometas, de piedras que caen y globos que suben, de proyectiles lanzados horizontal u oblicuamente, esas leyes son únicas. Tal fue la inmortal contribución de Newton: haber mostrado que bastan cuatro hipótesis (las tres leyes que llevan su nombre y la ley de gravitación universal) para explicar por qué las manzanas caen pero el humo sube, por qué la órbita de un planeta es una elipse o la trayectoria de un proyectil una parábola. A partir de allí el cielo y la tierra"
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"Como se sabe, la mecánica es el estudio de las relaciones entre las fuerzas que actúan sobre los cuerpos y las características del movimiento que resulta. Aquella mecánica fundada por Galileo y Newton se denomina actualmente mecánica clásica. Durante doscientos años —hasta fines del siglo XIX— cosechó éxitos admirables. Por medio de ella el astrónomo Leverrier fue capaz de predecir la existencia de un planeta que nunca había sido observado: Neptuno. Se creyó posible, incluso, referir el análisis de todos los fenómenos físicos a"
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"planeta que nunca había sido observado: Neptuno. Se creyó posible, incluso, referir el análisis de todos los fenómenos físicos a un plano privilegiado, el de la mecánica. Comprender, por ejemplo, los fenómenos eléctricos como manifestaciones de pequeños cuerpos cargados al desplazarse por un conductor, regidos por las leyes de Newton; interpretar la propagación luminosa por analogía con las ondas que se desplazan en un sólido o un líquido; inferir las leyes de los gases a partir del movimiento desordenado de las moléculas, sin otro recurso que la aplicación, de la mecánica clásica a  un gran número de partículas con el auxilio de la estadística."
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"Fue un sueño muy breve. Pronto se comprobó que resultaba imposible explicar todos los fenómenos electromagnéticos en términos mecánicos; era necesario concebir nociones radicalmente distintas de aquellas que Galileo y Newton habían empleado, sometidas a una formulación matemática igualmente diferente. Fueron dos británicos —el físico experimental Michael Faraday y el teórico james Clerk Maxwell— quienes cimentaron el formidable cuerpo de ideas conocido como electromagnetismo. Las leyes que lo rigen (que llevan el nombre de Maxwell) permiten explicar un espectro muy amplio de fenómenos de los que"
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"estos pilares los físicos del siglo XIX construyeron un modelo relativamente coherente del universo conocido. Sin embargo, hacia fines del siglo, ciertos hechos experimentales obligaron a cuestionar seriamente los supuestos clásicos. Y la teoría de la Relatividad nació, precisamente, como una modificación de aquella mecánica que pudiera explicar hechos que Galileo y Newton no habían conocido: los que acontecen cuando los cuerpos se mueven con velocidades del orden de los cientos de miles de kilómetros por segundo."
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"Para comprender a Einstein debemos comenzar, por lo tanto, con Galileo y Newton."
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,Las leyes de Newton
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"Las hipótesis centrales de la síntesis newtoniana son presentadas en los textos escolares bajo los nombres de principio de inercia, de masa, de acción y reacción, y ley de gravitación universal. Las tres primeras son llamadas simplemente leyes de Newton 1 Las denominaciones hipótesis, ley, principio, teoría, son utilizadas ambiguamente por la literatura científica y por los científicos mismos. Ello no debe ocultar que todos los enunciados de la ciencia, al margen de cómo se los llame, revisten un carácter hipotético, cuya validez se acepta provisionalmente en la medida en que"
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"La cuarta hipótesis de Newton es su célebre ley de gravitación universal. El físico inglés mostró cómo era posible otorgar sentido dinámico al sistema de Copérnico suponiendo que los cuerpos celestes (y, en general, todos los cuerpos) se atraen mutuamente con fuerzas ""inversamente proporcionales a los cuadrados de la distancia que los separa"". Esto significa simplemente"
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"viceversa. Los proyectiles A, B, C, D y E, lanzados horizontalmente con velocidades crecientes, acaban por caer a tierra. Pero si la velocidad es suficientemente elevada (F) el proyectil ""no terminará nunca de caer"" y girará en órbita alrededor de nuestro planeta. (Basado en un diagrama de Newton.) Si dejamos caer un cuerpo desde lo alto de una torre, aquél describe una trayectoria rectilínea  hasta chocar contra el suelo. Pero si previamente le damos un envión horizontal, el movimiento del cuerpo (proyectil) será parabólico, y chocará contra el suelo a cierta distancia del pie de la torre."
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"Este razonamiento muestra a Newton que la rotación de la Luna alrededor de nuestro planeta exige la existencia de una ""fuerza centrípeta"", semejante a la que ejerce una cuerda sobre una piedra a la que hacemos girar por medio de aquélla. Pero, del mismo modo en que percibimos sobre nuestra mano la fuerza que ejerce la cuerda sobre ella, es necesario admitir"
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"valor, es la fuerza con que el cuerpo atrae a la Tierra, y está ubicada en el centro de ésta.) Cuando la ley de gravitación se aplica al caso del Sol y un planeta cualquiera, nos permite conocer las fuerzas de la interacción; con esta información, el empleo de las leyes de Newton conduce naturalmente al cálculo de la trayectoria del planeta y su velocidad en cada instante. El resultado concuerda exactamente con los movimientos planetarios cuyas características había expuesto, por medios puramente observacionales, Kepler. Por ejemplo: las trayectorias planetarias son elípticas."
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"Si la ley de gravitación se aplica al caso de un cuerpo que se mueve en proximidades de la superficie terrestre, la fuerza de interacción con que la Tierra lo atrae (peso) resulta aproximadamente constante. Si se emplean entonces las leyes de Newton para un cuerpo que, en esas condiciones, cae libremente, o bien es lanzado a la manera de un proyectil, o dejado caer por un plano inclinado, o que oscila a modo de un péndulo, se obtiene la descripción cinemática de estos fenómenos hallada por Galileo. Así, los movimientos celestes descriptos por Kepler"
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,". Así, los movimientos celestes descriptos por Kepler y los terrestres investigados por Galileo son  gobernados por las cuatro hipótesis newtonianas. La síntesis es deslumbrante; su ""base lógica"", de una simplicidad admirable. Regocíjense los hombres de que tal y tanto ornato de la especie humana haya existido, reza el epitafio de Newton."
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"permite calcular, en ese instante, el valor de la fuerza que actúa sobre el cuerpo; si nos es dada la masa, sabremos su aceleración. Por lo tanto, podremos estimar el cambio de velocidad y de allí el de su posición. A medida que el cuerpo asciende, disminuirá la fuerza gravitatoria, pero la cuarta hipótesis de Newton dará cuenta de su variación, de modo que en todo instante podremos saber dónde está el proyectil, con qué velocidad se está moviendo, y en qué dirección lo hace. Esto se logra mediante el cálculo infinitesimal, que Newton y Leibniz introdujeron a propósito de estos problemas. Queda claro, entonces, que el conocimiento de la"
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"de su posición. A medida que el cuerpo asciende, disminuirá la fuerza gravitatoria, pero la cuarta hipótesis de Newton dará cuenta de su variación, de modo que en todo instante podremos saber dónde está el proyectil, con qué velocidad se está moviendo, y en qué dirección lo hace. Esto se logra mediante el cálculo infinitesimal, que Newton y Leibniz introdujeron a propósito de estos problemas. Queda claro, entonces, que el conocimiento de la posición y velocidad de un cuerpo en un instante dado permite calcular su posición y velocidad en cualquier otro instante. Al generalizar este enunciado a un conjunto de partículas (por ejemplo, el de todas las partículas de"
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"En el momento en que fue formulada, la ley de gravitación desató una violenta controversia entre Newton y Leibniz acerca del ""mecanismo"" de  la acción gravitatoria. ¿Cómo era posible admitir la existencia de una ""fuerza"" que opera ""a distancia"", sin que haya nada entre cuerpos como el Sol y la Tierra? ¿O acaso existía algún medio mecánico, tenue, invisible, que permitiese la """
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"acción gravitatoria. ¿Cómo era posible admitir la existencia de una ""fuerza"" que opera ""a distancia"", sin que haya nada entre cuerpos como el Sol y la Tierra? ¿O acaso existía algún medio mecánico, tenue, invisible, que permitiese la ""transmisión"" de esa fuerza a través del espacio? Newton se limitó a decir que su ley de la proporcionalidad inversa exponía una relación matemática formal: no hago hipótesis [acerca del mecanismo o la causa de la gravitación], respondía ante los ataques de Leibniz, para quien todo aquello obligaba a aceptar una suerte de ""milagro"" 2 Las disputas entre Newton y Leibniz fueron"
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"l espacio? Newton se limitó a decir que su ley de la proporcionalidad inversa exponía una relación matemática formal: no hago hipótesis [acerca del mecanismo o la causa de la gravitación], respondía ante los ataques de Leibniz, para quien todo aquello obligaba a aceptar una suerte de ""milagro"" 2 Las disputas entre Newton y Leibniz fueron interminables, en especial las referidas a la prioridad del descubrimiento del cálculo infinitesimal. Newton era un hombre apocado y melancólico, y trataba de evitar las controversias. Su obra fue publicada en buena medida gracias al entusiasmo y la devoción de algunos amigos, en especial Edmund Halley, el descubridor del"
"Boido, Guillermo: Einstein o la armonía del mundo. Buenos Aires: ADIAX, 1980.","Boido, Guillermo",Einstein o la armonía del mundo,1980,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,,"no hago hipótesis [acerca del mecanismo o la causa de la gravitación], respondía ante los ataques de Leibniz, para quien todo aquello obligaba a aceptar una suerte de ""milagro"" 2 Las disputas entre Newton y Leibniz fueron interminables, en especial las referidas a la prioridad del descubrimiento del cálculo infinitesimal. Newton era un hombre apocado y melancólico, y trataba de evitar las controversias. Su obra fue publicada en buena medida gracias al entusiasmo y la devoción de algunos amigos, en especial Edmund Halley, el descubridor del cometa que lleva su nombre. Muy otro había sido el caso de Galileo, que vivió cincuenta años antes que Newton"
