BIBLIOGRAFÍA,AUTOR,TÍTULO,FECHA,CRITERIO,BLOQUE,MEDIO,SOPORTE,TEMA,PAÍS,ZONA,TIPOLOGÍA,NOTAS,CONCORDANCIA
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"a Lise Meitner en Suecia, y ésta discute el contenido de la carta con su sobrino, también emigrado, Otto Robert Frisch. En el curso de la conversación se hace uso del modelo de la gota, ya empleado por Gamow, y llegan a una interpretación correcta, que, por analogía con la división celular, denominan fisión. A la comunicación de Hahn y Strassmann, enviada el 22 de diciembre de 1938 y publicada el 6 de enero de 1939, le siguen dos notas de Meitner y Frisch, enviadas a ""Nature"" el 16 de enero de 1939 y que aparecieron el 11 y el 18 de febrero de 1939, donde se"
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"La reacción de los sorprendidos oyentes es inmediata. Fowler y Dodson, en Baltimore, reproducen el experimento y contemplan la fisión en una cámara de Wilson. Sus resultados son enviados telegráficamente a la Physical Review y a Nature el 3 de febrero y aparecen en el mismo número del 11 de febrero de Nature en que se da la primera noticia de Meitner y Frisch. El 22 de enero Flügge y von Droste envían a la ""Zeitschrift"
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"son enviados telegráficamente a la Physical Review y a Nature el 3 de febrero y aparecen en el mismo número del 11 de febrero de Nature en que se da la primera noticia de Meitner y Frisch. El 22 de enero Flügge y von Droste envían a la ""Zeitschrift für Physikalische Chemie"" una comunicación sobre la fisión del uranio en la que plantean el destino de los neutrones al pasar del uranio a los fragmentos de fisión y el 9 de febrero en la Academia de Viena y unos días más tarde, el 14 de febrero, en ""Die Naturwissenschaften"", Jentschke y Prankl dan cuenta de experimentos semejantes."
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"de febrero de Nature en que se da la primera noticia de Meitner y Frisch. El 22 de enero Flügge y von Droste envían a la ""Zeitschrift für Physikalische Chemie"" una comunicación sobre la fisión del uranio en la que plantean el destino de los neutrones al pasar del uranio a los fragmentos de fisión y el 9 de febrero en la Academia de Viena y unos días más tarde, el 14 de febrero, en ""Die Naturwissenschaften"", Jentschke y Prankl dan cuenta de experimentos semejantes."
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"El 27 de marzo Joliot, Dodé, von Halban y Kowarski comprueban por vía experimental que en la fisión quedan neutrones libres. Una semana más tarde, Leo Szilard y Enrico Fermi en Nueva York alcanzan la misma conclusión. La idea de la reacción en cadena es inmediata y se vislumbran inmediatamente los usos de este nuevo tipo de energía. Por un lado, una  energía casi inagotable. Por otro, un nuevo tipo de explosivo de potencia"
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"Así estaban las cosas cuando comenzó la segunda guerra mundial en Europa. Otras cuestiones secundarias tales como el número de neutrones emitidos en la fisión, las pérdidas de neutrones por difusión, absorción y otros procesos inefectivos para la fisión, el control y gobierno de la reacción en cadena, el comportamiento del uranio-238 durante la fisión, etc. sólo fueron contestadas —cuando lo fueron— en cada país por separado."
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"Así estaban las cosas cuando comenzó la segunda guerra mundial en Europa. Otras cuestiones secundarias tales como el número de neutrones emitidos en la fisión, las pérdidas de neutrones por difusión, absorción y otros procesos inefectivos para la fisión, el control y gobierno de la reacción en cadena, el comportamiento del uranio-238 durante la fisión, etc. sólo fueron contestadas —cuando lo fueron— en cada país por separado."
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"Así estaban las cosas cuando comenzó la segunda guerra mundial en Europa. Otras cuestiones secundarias tales como el número de neutrones emitidos en la fisión, las pérdidas de neutrones por difusión, absorción y otros procesos inefectivos para la fisión, el control y gobierno de la reacción en cadena, el comportamiento del uranio-238 durante la fisión, etc. sólo fueron contestadas —cuando lo fueron— en cada país por separado."
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"para adaptarse a los deseos de los experimentalistas. Para enriquecer el uranio en el isótopo 235, obtienen hexafluoruro de uranio, pero fallan los ensayos de difusión térmica —método Clasius-Dickel— y de centrifugación, Herteck y Groth. Weizsäcker piensa que los transuránicos —obtenibles irradiando el uranio-238— pueden ser tan adecuados para la fisión con neutrones lentos como el uranio-235, pero una evaluación del tiempo y medios necesarios para construir un ciclotrón en tiempo de guerra hace abandonar a los alemanes esta ruta tan aparentemente prometedora."
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"Es curioso que los primeros movimientos de preocupación por las consecuencias de la energía nuclear fueran hechos por científicos emigrados. Tan pronto como a principios de 1939 quedaron claras las grandes posibilidades de la fisión nuclear, un grupo formado por Fermi, Wigner, Teller, Weisskopf y otros, y encabezado por Leo Szilard —de quién se ha dicho que siempre iba varios años por delante de los demás— comenzó a establecer contactos con el resto de la comunidad científica, con los políticos y con el Gobierno. El objetivo principal"
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"la energía liberada (de 2 a 10. 10(8) kcal por kg de uranio-235), el tiempo necesario (3 ó 4 años) y el costo (del mismo orden que otros gastos de guerra). Es de destacar que inicialmente no sólo se pensó en la bomba como arma. Los productos de fisión —altamente radiactivos— fueron considerados como un medio de inutilizar extensas superficies. Sobre todo, se temió que los alemanes pudieran emplear, a semejanza de los gases asfixiantes en la primera guerra mundial, este nuevo tipo de veneno radiactivo."
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"Las dificultades en la separación del plutonio estribaban en que su concentración se suponía iba a ser como máximo de 250 p.p.m., en que habría presente una gran concentración de uranio y en que los productos de fisión son una mezcla de 200 ó 250 radioisótopos todos fuertemente radiactivos. Si además todas las operaciones deben hacerse por control remoto, hay que interponer entre las sustancias y el personal un fuerte espesor de hormigón, deben obtenerse rendimientos elevados de plutonio y es necesario purificar éste de todos los demás productos radiactivos, se comprenden"
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"todos los que más habían contribuído a la construcción de la pila de Chicago —Fermi, Szilard, Zinn, Hillberry,...— donde se discutieron muchas hipótesis, hasta que Szilard, que había estado silencioso haciendo operaciones con su regla de cálculo, emitió la opinión de que el fenómeno se debía a la formación en la fisión del uranio de un isótopo de una gran sección eficaz para los neutrones, de tal manera que la velocidad de absorción de estos era mayor que la de su producción por la pila. Así se encontró el xenon-135, para el que hoy se toman las medidas adecuadas de exceso de reactividad."
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"En Oak Ridge, entonces Clinton, se estudiaron la química del proceso de fisión en su más amplio sentido y los efectos biológicos de las radiaciones. La instalación más importante era, sin embargo, la de difusión gaseosa. Fué proyectada por la empresa Kellogg, construída por Jones Construction y hecha funcionar por la Carbide and Carbon Chemical. La fábrica, cerrada, caliente por el calor de compresión del"
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"con los científicos alemanes capturados —como Hertz y von Ardenne—, con la información proporcionada por sus espías y simpatizantes en Estados Unidos, Inglaterra y Canadá y, sobre todo, por la alta calidad de sus propios investigadores. En el breve espacio de cuatro años, de 1945 a 1949, consiguieron el primer explosivo de fisión y otros cuatro años más tarde, en 1953, la primera bomba termonuclear o de hidrógeno, precediendo en ello a Estados Unidos. Y a ello debe añadirse, como se ha citado antes, que también la Unión Soviética instaló la primera de las centrales nucleoeléctricas."
"«L. GUTIÉRREZ JODRA». Gutiérrez Jodrá, L.: Historia de la Química. Madrid: RACEFN, 1981.","Gutiérrez Jodrá, L.",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"continuo, como se aprecia en la figura 2. Hasta la entrada del carbón como combustible la energía producida por el hombre solo se vió mejorada por el empleo de las herramientas, de los animales domésticos y de los molinos de agua o de viento. Las entradas del petróleo y de la energía nuclear de fisión no han significado hasta ahora un cambio cualitativo tan considerable como la introducción del carbón. Si la Química, como hasta ahora ha hecho, ha contribuído notablemente a explicar cómo y por qué tiene lugar la obtención de energía a partir de los combustibles no cabe duda que, macroscópicamente, ha influido en su desarrollo."
"Castro, Roberto J.; Handel, María; Rivolta, Graciela B.: Actualizaciones en Biología. Buenos Aires: Eudeba, 1999.","Castro, Roberto J.; Handel, María; Rivolta, Graciela B.",Actualizaciones en Biología,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,En el original no se acentúan las mayúsculas,"Es un período relativamente rápido, en el cual las dos cromátidas hermanas que componen cada cromosoma se separan por la fisión del centrómero, y se dirigen hacia polos opuestos de la célula, con una velocidad que puede alcanzar los  [Fig. 75 (f)]."
"Castro, Roberto J.; Handel, María; Rivolta, Graciela B.: Actualizaciones en Biología. Buenos Aires: Eudeba, 1999.","Castro, Roberto J.; Handel, María; Rivolta, Graciela B.",Actualizaciones en Biología,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,En el original no se acentúan las mayúsculas,#�NOMBRE?
"Punset i Casals, Eduard: España. Sociedad cerrada, sociedad abierta. Barcelona: Grijalbo, 1982.","Punset i Casals, Eduard","España. Sociedad cerrada, sociedad abierta",1982,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",España,,,Los preliminares (de otros autores y de él mismo) no se introducen,"de la economía española es aumentando la efectividad tanto de la tecnología incorporada al capital físico, como del saber hacer al humano. Hay básicamente tres maneras de aumentar esa efectividad por medio de innovaciones: mejorando la tecnología y saber hacer existentes (caso, por ejemplo, de sistemas de  refrigeración y control de fisión nuclear); introduciendo un adelanto tecnológico importante mediante nuevos procesos o productos en un sistema más amplio (por ejemplo, refrigerando centrales de fisión nuclear con gas en lugar de agua); o introduciendo un cambio radical en un sistema tecnológico dado (por ejemplo, sustituyendo la fisión por la fusión nuclear). No todos los países"
"Punset i Casals, Eduard: España. Sociedad cerrada, sociedad abierta. Barcelona: Grijalbo, 1982.","Punset i Casals, Eduard","España. Sociedad cerrada, sociedad abierta",1982,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",España,,,Los preliminares (de otros autores y de él mismo) no se introducen,". Hay básicamente tres maneras de aumentar esa efectividad por medio de innovaciones: mejorando la tecnología y saber hacer existentes (caso, por ejemplo, de sistemas de  refrigeración y control de fisión nuclear); introduciendo un adelanto tecnológico importante mediante nuevos procesos o productos en un sistema más amplio (por ejemplo, refrigerando centrales de fisión nuclear con gas en lugar de agua); o introduciendo un cambio radical en un sistema tecnológico dado (por ejemplo, sustituyendo la fisión por la fusión nuclear). No todos los países industrializados tienen la misma vocación en esas tres maneras típicas, como se mencionó al comienzo de este capítulo. Pero, puesto que los tres"
"Punset i Casals, Eduard: España. Sociedad cerrada, sociedad abierta. Barcelona: Grijalbo, 1982.","Punset i Casals, Eduard","España. Sociedad cerrada, sociedad abierta",1982,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",España,,,Los preliminares (de otros autores y de él mismo) no se introducen,"por ejemplo, de sistemas de  refrigeración y control de fisión nuclear); introduciendo un adelanto tecnológico importante mediante nuevos procesos o productos en un sistema más amplio (por ejemplo, refrigerando centrales de fisión nuclear con gas en lugar de agua); o introduciendo un cambio radical en un sistema tecnológico dado (por ejemplo, sustituyendo la fisión por la fusión nuclear). No todos los países industrializados tienen la misma vocación en esas tres maneras típicas, como se mencionó al comienzo de este capítulo. Pero, puesto que los tres tipos básicos de innovación tienden a hacer máximo el rendimiento marginal del esfuerzo, y éste es tanto más costoso, cuanto más"
"«Por Julio R. VILLANUEVA». ABC. Madrid: Prensa Española, S.A., 1983-11-20.",,ABC,1983,Primera edición,No ficción,Escrito,Prensa,Ciencias y tecnología,España,,,,"En el último número de la prestigiosa revista internacional «Nature» acaba de publicarse los resultados de un sondeo a gran escala, realizado entre los científicos norteamericanos, que pone de relieve un amplio apoyo, por parte de éstos, al desarrollo de la energía nuclear. La mayoría consideran la fisión térmica como uno de los pocos recursos capaces de contribuir de forma significativa a cubrir nuestras necesidades de energía a corto plazo y estiman que la tasa de riesgo que ofrece es aceptable. En general critican el comportamiento tanto del Gobierno como del público y expresan su deseo de que tanto las organizaciones como los medios de"
"«ALBERTO DOU MASDEXEXAS». Dou Masdexexas, Alberto: Historia de las obras públicas. Madrid: RACEFN, 1984.","Dou Masdexexas, Alberto",Historia de las obras públicas,1984,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"De modo que primariamente consideraré como prototípicas actividades tales como la técnica de la construcción de un puente, o de la máquina de vapor, la producción de cemento, la fisión y la fusión del átomo, etc. Los resultados de esta técnica son una profunda modificación de nuestro entorno, primero en otros tiempos de un entorno pequeño, artesanal; actualmente este entorno alcanza casi todo el planeta; es una creación de dominio de la naturaleza."
"Urbina, Fernando: La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz. Madrid: Popular, 1984.","Urbina, Fernando","La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz",1984,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",España,,,,1938: El sabio alemán Otto Hahn descubre la primera «fisión» del uranio.
"Urbina, Fernando: La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz. Madrid: Popular, 1984.","Urbina, Fernando","La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz",1984,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",España,,,,"1939: Carta de sabios, firmada por Einstein, poniendo en guardia al presidente Roosevelt del peligro de que Hitler, a partir del descubrimiento de la fisión del uranio (y de la liberación de la energía nuclear), pueda construir una nueva bomba de efectos terroríficos. —El 1 de septiembre se inicia la II Guerra Mundial, pero los alemanes no se preocuparán por el desarrollo de la bomba atómica."
"Urbina, Fernando: La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz. Madrid: Popular, 1984.","Urbina, Fernando","La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz",1984,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",España,,,,"Sus principios más próximos son: el descubrimientos del «proceso de fisión» por los químicos alemanes Otto Hahn y F. Strassman en 1938. Este descubrimiento alertó a la comunidad científica, pero también a los políticos anglosajones. Éstos temieron que Hitler se les adelantase en el dominio sobre un poder destructivo prácticamente infinito. La carta dirigida a Roosevelt por un grupo de sabios, con el prestigio de"
"Urbina, Fernando: La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz. Madrid: Popular, 1984.","Urbina, Fernando","La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz",1984,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",España,,,,", con el prestigio de la firma de Einstein puso en marcha el proceso que luego se llamó oficialmente «proyecto Manhattan». La posibilidad puramente teórica, presentida por Einstein, de liberar la energía encerrada en el corazón de la materia, se hizo operativa con la puesta en marcha por Enrico Fermi del primer reactor de fisión en Chicago, 1942. La colosal potencia tecnológica e industrial de EE.UU. hizo posible pasar de la teoría a la realización. No existe una conexión necesaria entre el maravilloso descubrimiento de la estructura fina de la materia madiante la «mecánica cuántica» y la utilización de este descubrimiento para la destrucción. La relación entre ambos hechos"
"Urbina, Fernando: La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz. Madrid: Popular, 1984.","Urbina, Fernando","La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz",1984,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",España,,,,"Bomba atómica y de hidrógeno, de fisión y de fusión, nuclear y termonuclear"
"Urbina, Fernando: La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz. Madrid: Popular, 1984.","Urbina, Fernando","La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz",1984,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",España,,,,"Dentro de la nuevas armas que proceden de las ensayadas en Hiroshima/Nagasaki hay una gran diversidad. Para una clasificación elemental se suele distinguir en dos grandes tipos, por la forma del proceso de desintegración nuclear y la potencia desarrollada. Las ensayadas en las ciudades japonesas son «bombas de fisión» o simplemente (mal llamadas) atómicas, las fabricadas por EE.UU. y URSS a partir de 1952 (y por Inglaterra, Francia, China, y más dudosamente por la India etc) son «bombas de fusión», llamadas también «de hidrógeno» o «termonucleares». Los dos tipos corresponden a dos formas diferentes"
"Urbina, Fernando: La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz. Madrid: Popular, 1984.","Urbina, Fernando","La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz",1984,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",España,,,,"En las de fisión la energía se desencadena porque se rompe en dos un núcleo de los átomos más pesados. Es decir, los que están situados en los números más altos de la escala periódica de Mendeleief (o dicho en otros términos «los que tienen más nucleones»: protones y neutrones). Como el «elemento natural» Uranio"
"Urbina, Fernando: La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz. Madrid: Popular, 1984.","Urbina, Fernando","La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz",1984,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",España,,,,"o el Tritio, o incluso el elemento que sigue en la tabla periódica al hidrógeno: el litio. Estas últimas se llaman también «termonucleares» porque el proceso de su explosión tiene dos fases: 1 º Se hace estallar mediante el encaje de una «masa supercrítica» (*): una bomba de fisión que actúa en este caso de detonador. 2º Así se obtiene un estado térmico o temperatura altísima, del orden de diez millones de grados. Este calentamiento es el que produce la fusión de dos átomos ligeros en otro más pesado. En ambos procesos, de fisión o fusión, se pierde una cierta antidad de masa"
"Urbina, Fernando: La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz. Madrid: Popular, 1984.","Urbina, Fernando","La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz",1984,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",España,,,,"masa supercrítica» (*): una bomba de fisión que actúa en este caso de detonador. 2º Así se obtiene un estado térmico o temperatura altísima, del orden de diez millones de grados. Este calentamiento es el que produce la fusión de dos átomos ligeros en otro más pesado. En ambos procesos, de fisión o fusión, se pierde una cierta antidad de masa (no toda), que por el principio de equivalencia de Einstein se convierte en una cantidad de energía. Esta cantidad, es elevadísima, por ser el factor de conversión según la formula einsteniana: E = MC2 igual al cuadrado de la velocidad de la"
"Urbina, Fernando: La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz. Madrid: Popular, 1984.","Urbina, Fernando","La guerra nuclear. Efectos, riesgos, carrera de armamentos, movimiento por la paz",1984,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",España,,,,"Estas bombas son de tipo termonuclear, de fisión-fusión (el primer elemento sirve, como vimos, como detonante, en las armas termonucleares). Pero en ellas la proporción de la «fusión» es mucho menor, por eso son —dentro del orden gigantesco de toda explosión nuclear— de las consideradas tácticas, o de «teatro». Comparativamente con el"
