BIBLIOGRAFÍA,AUTOR,TÍTULO,FECHA,CRITERIO,BLOQUE,MEDIO,SOPORTE,TEMA,PAÍS,ZONA,TIPOLOGÍA,NOTAS,CONCORDANCIA
"«EEUU amenaza ahora con aprobar sanciones comerciales contra Francia». El Mundo. Madrid: Unidad Editorial, 1994.",,El Mundo,1994,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. Incluido en el CD-ROM del primer semestre de 1994,"Esta escalada de declaraciones no se han dejado notar en la Bolsa de Tokio, que subió ayer un 2%. Mientras, el dólar frenaba su caída por la intervención del Banco de Japón."
"«Bill Clinton desaprueba la caída del dólar y advierte que el G-7 puede intervenir. El anuncio de que Washington defenderá la cotización de su divisa facilita su recuperación.». La Vanguardia. Barcelona: T.I.S.A, 1994.",,La Vanguardia,1994,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. En el texto no se acentúan las mayúsculas,"de su divisa. Pero los mercados desconfían porque recuerdan que, en sus primeros meses de gestión, Clinton y Bentsen defendieron una subida del yen (con la consiguiente depreciación del dólar) para encarecer las exportaciones japonesas y reducir el excedente comercial de Japón. Aunque a primera hora se detectaron intervenciones aisladas del Banco de Japón en Tokio comprando dólares para evitar su caída, existen dudas sobre la determinación del Bundesbank alemán porque podría interesarle un marco fuerte y un dólar débil para luchar contra la inflación en Alemania. ""Estoy preocupado por los recientes movimientos en los mercados de divisas. Estamos siguiendo la situación muy cuidadosamente, en estrecho contacto"
"«Los mercados restañan sus heridas.». La Vanguardia. Barcelona: T.I.S.A, 1994.",,La Vanguardia,1994,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. En el texto no se acentúan las mayúsculas,"3,6%, Zurich, un 1,4%; París, el 1,39%; Londres, el 0,68% y Francfort el 0,56%. El índice ""La Vanguardia"" subió un 1,50%. La caída del dólar, que ha envenenado estos días los mercados, se contuvo después de la decidida intervención del Banco de Japón y la oficiosa de la Reserva Federal, un gesto esperado por los inversores que ha tranquilizado la Deuda Pública. El rendimiento del bono alemán a 10 años se replegó del 7,20% al 7%. A su vez, Wall Street abrió al alza (0,44%) y mejoró su tono después de"
"«El dólar se porta bien.». La Vanguardia. Barcelona: T.I.S.A, 1994.",,La Vanguardia,1994,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. En el texto no se acentúan las mayúsculas,"El dólar se portó ayer bien con las bolsas, permitiéndoles afianzar el lógico movimiento de corrección de las cotizaciones tras las fuertes bajas acumuladas. La intervención del Banco de Japón para sostener la cotización de la divisa norteamericana no surtió efecto todavía en la Bolsa de Tokio, donde el Nikkei retrocedió un 1,11%. La sesión estuvo marcada por la cautela, ante las expectativas creadas por la comparecencia del presidente de la Reserva Federal, Alan Greenspan, ante el Congreso norteamericano. En un mensaje dirigido"
"«Vuelve la tensión a los mercados financieros.». La Vanguardia. Barcelona: T.I.S.A, 1995.",,La Vanguardia,1995,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,"La debilidad del dólar ante el yen se inició ya en el mercado de Tokio, donde las intervenciones del Banco de Japón fueron incapaces de contrarrestar la presión vendedora de las empresas japonesas que liquidan sus activos en dólares para repatriarlos antes de que el 31 de marzo finalice el ejercicio fiscal. Después de la recuperación iniciada a finales de la semana pasada, los operadores se volvieron ayer a castigar al dólar, convencidos de que ni las"
"«La caída del dólar puede proseguir durante esta semana pese a la bajada de tipos en Alemania.». La Vanguardia. Barcelona: T.I.S.A, 1995.",,La Vanguardia,1995,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,"El marco y el yen son las dos divisas más fuertes del momento. Los operadores bursátiles esperaban que la bajada del precio del dinero en Alemania podría frenar la caída del billete verde si Japón bajaba también sus tipos. Pero Japón no lo hizo. El Banco de Japón, que sigue comprando dólares en los mercados, podría tal vez bajar sus tipos la próxima semana, según algunos observadores. La iniciativa del banco central alemán no ha bastado por sí misma para romper el sentimiento de desconfianza de los mercados respecto al dólar. Una desconfianza que se traduce en un alza del marco,"
"«Japón se compromete ante EE.UU a ampliar las medidas de apertura de su economía.». La Vanguardia. Barcelona: T.I.S.A, 1995.",,La Vanguardia,1995,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,"Desde principios de año, el dólar ha caído más del 17% frente al yen y la pasada semana el dólar rozó el mínimo histórico de 80,15 yenes. Este tipo de cambio perjudica las exportaciones niponas, por lo que el Banco de Japón redujo el viernes su tipo de descuento 0,75 puntos hasta situarlo en el 1% con el fin de frenar la escalada de la divisa japonesa. Asimismo, el Gobierno anunciaba un paquete de medidas desreguladoras destinadas a reducir el excedente comercial y frenar la apreciación del yen."
"«MERCADOS FINANCIEROS.». La Vanguardia. Barcelona: T.I.S.A, 1995.",,La Vanguardia,1995,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,"del dólar frente al yen ha recortado seriamente los beneficios, la Bolsa de Tokio reaccionó con un nuevo retroceso, esta vez del 0,77 % en el Nikkei. El mercado acusó también ayer las nuevas tensiones en los mercados de divisas, donde el dólar continúa a la baja y ayer provocó la intervención del Banco de Japón."
"«MERCADOS FINANCIEROS.». La Vanguardia. Barcelona: T.I.S.A, 1995.",,La Vanguardia,1995,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,Intervención del Banco de Japón.
"«MERCADOS FINANCIEROS.». La Vanguardia. Barcelona: T.I.S.A, 1995.",,La Vanguardia,1995,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,"El dólar sufrió ayer un absoluto desinterés comprador, muy afectado por el incipiente cambio de tendencia de la economía americana, que augura a medio plazo la posibilidad de bajadas de tipos. En esta precaria situación, y cambiándose en 82,15 yenes, el Banco de Japón inició una fuerte compra de dólares que provocó una cierta tranquilidad que pudo mantener durante el resto del día el terreno recuperado gracias también a que Londres y las plazas americanas permanecieron cerradas. El dólar se pagó la mayor parte del día en niveles cercanos a 1,38 marcos y 83 yenes. La peseta no se vio"
"«La divisa norteamericana se aprecia a niveles de 96,60 yenes, 1,4725 marcos y 125,50 pesetas.». La Vanguardia. Barcelona: T.I.S.A, 1995.",,La Vanguardia,1995,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,"La acción concertada de los bancos, ratificada tanto por el Bundesbank como por el Banco de Japón, se produjo al menos en dos ocasiones, según los operadores, comprando dólares a niveles de 1,45 y 1,47 marcos, y de 96 y 96,80 yenes. El billete verde amplió inmediatamente las ganancias que ya registraran horas antes en los mercados asiáticos, beneficiado por el anuncio de un sustancial retroceso del superávit de"
"«MERCADOS FINANCIEROS.». La Vanguardia. Barcelona: T.I.S.A, 1995.",,La Vanguardia,1995,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,"el dólar recuperaba su fortaleza en los mercados internacionales, pues los inversores temen por las repercusiones que tendrá la subida del billete verde en las exportaciones. La atención se centró ayer en la evolución del dólar en los mercados cambiarios internacionales, en que se vio sostenido por las intervenciones concertadas del Bundesbank, el Banco de Japón y la Reserva Federal de Estados Unidos. Al cierre de la bolsa de Nueva York el índice Dow Jones descendió 19,02 puntos."
"«Crónica económica de agosto.». La Vanguardia. Barcelona: T.I.S.A, 1995.",,La Vanguardia,1995,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,"el precio del dinero y, al mismo tiempo, permite al marco recuperar cierta competitividad frente al dólar. La decisión alemana encaja, en este sentido, como una acción coordinada con las dos intervenciones masivas realizadas en agosto en los mercados mundiales por el propio Bundesbank, la Reserva Federal de Estados Unidos y el Banco de Japón para intentar equilibrar las paridades entre las tres divisas. Lo han conseguido a medias. La peseta se ha estabilizado con el marco y se ha depreciado con el dólar. Todo el frente internacional citado, unido al mejor comportamiento de la economía norteamericana, presenta un panorama mundial con mejores perspectivas."
"«Récord de reservas de divisas en Japón.». La Vanguardia. Barcelona: T.I.S.A, 1995.",,La Vanguardia,1995,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas,"Japón fue en octubre el país con mayores reservas centrales de divisas, por décimo mes consecutivo. El Banco de Japón cerró el mes con unas reservas (divisas, oro y derechos especiales de giro del FMI) de 180.880 millones de dólares (22 billones de pesetas), 1.020 millones de dólares más que en septiembre, debido a las intervenciones para frenar el alza del yen.– Efe"
"«Las autoridades dictan la insolvencia de otro banco regional japonés». El Mundo. Madrid: Unidad Editorial, 1996-03-31.",,El Mundo,1996,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. Incluido en CD-ROM del primer trimestre de 1996. No se acentúan las mayúsculas,"La insolvencia del Taiheiyo es la segunda de la banca regional japonesa tras la bancarrota del Hyogo Bank, de Kobe, del pasado verano. La liquidación del Taiheiyo ha sido solicitada por el ministerio de Finanzas y el Banco de Japón, ya que no se cree que pueda ser capaz de resolver su fuerte pasivo, de 130.000 millones de yenes (1.240 millones de dólares), a lo que se añaden créditos irrecuperables de 170.000 millones (1.620 millones de dólares)."
"«El caso del Daiwa Bank puede no ser aislado». El Mundo. Madrid: Unidad Editorial, 1997.",,El Mundo,1996,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. Mayúsculas no acentuadas en el original,"TOKIO.— Las insuficiencias financieras detectadas en el banco japonés Daiwa Bank no constituyen un caso aislado, según un estudio realizado por el Banco de Japón. Este análisis viene a agravar el clima de sospecha que gravita sobre los bancos japoneses, que en los últimos meses se han visto inmersos en un buen número de escándalos."
"«El caso del Daiwa Bank puede no ser aislado». El Mundo. Madrid: Unidad Editorial, 1997.",,El Mundo,1996,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. Mayúsculas no acentuadas en el original,"Una inspección llevada a cabo entre «diciembre y finales de primavera» por el Banco de Japón, sobre las entidades financieras niponas con actividades en nueva York, ha detectado prácticas poco profesionales."
"«El caso del Daiwa Bank puede no ser aislado». El Mundo. Madrid: Unidad Editorial, 1997.",,El Mundo,1996,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Versión realizada sobre texto plano. Mayúsculas no acentuadas en el original,"«El Banco de Japón ha descubierto que, en ciertos aspectos, el funcionamiento de varios bancos debería mejorar en cuestiones como la separación de las actividades de mercado respecto de las propias, las transacciones electrónicas y la regulación administrativa», según indicó un responsable del departamento encargado de supervisar a las entidades financieras en el seno del banco central."
"«MARTHE FOURCADE, Bloomberg». Excélsior. México D.F.: excelsior.com.mx, 1997-01-02.",,Excélsior,1997,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",México,México y Centroamérica,,Versión realizada sobre texto marcado HTML,"Los efectos de la constricción fiscal del gobierno obligarán al Banco de Japón a mantener las tasas de interés a o cerca de niveles bajos récord cuando menos hasta mediados del año para permitir a las compañías japonesas continuar pidiendo préstamos baratos, dicen economistas."
"«MARTHE FOURCADE, Bloomberg». Excélsior. México D.F.: excelsior.com.mx, 1997-01-02.",,Excélsior,1997,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",México,México y Centroamérica,,Versión realizada sobre texto marcado HTML,"Con la fortaleza del gasto del consumidor en duda, el Banco de Japón probablemente mantendrá las tasas de interés a niveles bajos récord cuando menos durante la primavera, comentaron economistas. El gobernador del Banco de Japón, Yasuo Matsushita, ha señalado que mientras la economía de su país se fortalece, el banco desea ver la confirmación de una recuperación autosostenida antes de elevar las tasas."
"«MARTHE FOURCADE, Bloomberg». Excélsior. México D.F.: excelsior.com.mx, 1997-01-02.",,Excélsior,1997,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",México,México y Centroamérica,,Versión realizada sobre texto marcado HTML,"Con la fortaleza del gasto del consumidor en duda, el Banco de Japón probablemente mantendrá las tasas de interés a niveles bajos récord cuando menos durante la primavera, comentaron economistas. El gobernador del Banco de Japón, Yasuo Matsushita, ha señalado que mientras la economía de su país se fortalece, el banco desea ver la confirmación de una recuperación autosostenida antes de elevar las tasas."
"«Corre el Riesgo de Quedar Atrapado en una Crisis Perpetua». Excélsior. México D.F.: excelsior.com.mx, 1997-01-12.",,Excélsior,1997,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",México,México y Centroamérica,,Versión realizada sobre texto marcado HTML,"Esta reforma se completaría con la revisión del Banco de Japón para dotarle de más autonomía y prerrogativas para marcar la política monetaria del país. Paralelamente, se reformará el poderoso Ministerio de Finanzas para restarle atribuciones monetarias."
"«Corre el Riesgo de Quedar Atrapado en una Crisis Perpetua». Excélsior. México D.F.: excelsior.com.mx, 1997-01-12.",,Excélsior,1997,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",México,México y Centroamérica,,Versión realizada sobre texto marcado HTML,"De hecho, el dólar está cerca de su nivel más alto en 45 meses frente al yen. Sohn explicó que el yen está débil debido a las fuerzas del mercado y porque el Banco de Japón ha comprado muchos dólares durante varios años y ha vendido muchos yens. Sohn predice que el Banco de Japón revertirá el curso en algún momento del año."
"«Corre el Riesgo de Quedar Atrapado en una Crisis Perpetua». Excélsior. México D.F.: excelsior.com.mx, 1997-01-12.",,Excélsior,1997,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",México,México y Centroamérica,,Versión realizada sobre texto marcado HTML,"De hecho, el dólar está cerca de su nivel más alto en 45 meses frente al yen. Sohn explicó que el yen está débil debido a las fuerzas del mercado y porque el Banco de Japón ha comprado muchos dólares durante varios años y ha vendido muchos yens. Sohn predice que el Banco de Japón revertirá el curso en algún momento del año."
"00206011. Página web 2000. s.l.: s.n., 2000.",,00206011. Página web 2000,2000,Fecha de adquisición,No ficción,Escrito,Miscelánea,"Política, economía y justicia",España,,,,"culminar la llegada de la moneda única europea: el Euro. Comenzó a cotizar en enero de 1999 y ha sufrido una depreciación en los primeros meses del año frente al Dólar como consecuencia del diferencial de tipos de interés con EE.UU., la fuerte demanda de dólares por la crisis brasileña y la intervención del Banco de Japón para frenar la fortaleza del Yen. Las previsiones apuntan a que a medida que los inversores internacionales repongan sus carteras a favor del Euro, éste volverá a apreciarse. Este proceso se acelerará a medida que los tipos de interés norteamericanos reflejen en mayor medida su creciente déficit por cuenta corriente de su economía (Página 78, Capítulo"
"«EL COMUNICADO FINAL DE LA «CUMBRE» DE TOKIO». ABC. Madrid: Prensa Española, S.A., 1986-05-07.",,ABC,1986,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Mayúsculas no acentuadas en el original,"en el comunicado final, ya se ponían de manifiesto las profundas diferencias de criterio y de intenciones. Así, el vicepresidente de los Estados Unidos, George Bush, afirmaba que su país mantendrá la política de no intervenir en el mercado monetario, mientras el ministro de Finanzas de Alemania federal insistía en que tanto el Bundesbank como el Banco del Japón intervendrán siempre que convenga para evitar indeseados retrocesos del dólar. A la vista de posiciones tan encontradas, las divisas, dólar y demás, iniciaban ayer tarde una fluida y volátil danza de altibajos. Cuando terminábamos el comentario, el dólar cotizaba en 2,1970 marcos y 165,70 yens, a medio camino entre sus últimos recientes bajos"
"«La fortaleza del dólar no preocupa a los Bancos de Japón y Europa». ABC. Madrid: Prensa Española, S.A., 1989-06-08.",,ABC,1989,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,,La fortaleza del dólar no preocupa a los Bancos de Japón y Europa
"«ENHER firma un crédito de 56,36 millones de dólares». ABC. Madrid: Prensa Española, S.A., 1985-02-22.",,ABC,1985,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,Mayúsculas no acentuadas en el original,"Entre los Bancos aseguradores de la operación, además del Chase Manhattan —no participan Bancos españoles—, figuran Banque National de París, Credit Lyonnais, Irving Trust, Lloyds Bank Internacional, Midland Bank y Futji Bank de Japón."
"«La asamblea del FMI inaugura un 'nuevo espíritu' en la estrategia de la deuda». El País. Madrid: Diario El País, S.A., 1988-10-01.",,El País,1988,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,,"parcial de la deuda del Club de París con los países más pobres) a los países de desarrollo intermedio; esto es, a aquellas naciones deudoras que, sin caer entre las más pobres, han tenido algún tipo de éxito en sus programas de ajuste. Su propuesta de canalizar estos recursos a través del Export Import Bank de Japón tuvo que ser frenada, en última instancia, por el nuevo secretario del Tesoro, Nicholas Brady, que solicitó tiempo para su puesta en práctica, en espera de los resultados de las elecciones del próximo noviembre. Por su lado, Francia ha sugerido, como a su vez lo ha hecho la RFA, descuentos"
"99206018. Página web 1999. s.l.: s.n., 1999.",,99206018. Página web 1999,1999,Fecha de adquisición,No ficción,Escrito,Miscelánea,"Ciencias sociales, creencias y pensamiento",España,,,,BECAS JAPÓN
"«Izan en Tokio gigantesca bandera donada por Chile». La Época. Santo Domingo: reuna.cl/laepoca, 1997-09-11.",,La Época,1997,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",Chile,Chilena,,Versión realizada sobre texto marcado HTML,"La reunión comenzará con la intervención del presidente del capítulo nipón del comité empresarial Chile-Japón, Shinroku Moroshashi."
"«&#34;La salida a Bolsa deberá esperar&#34;». Cambio 16. Madrid: Grupo 16, 1990-01-15.",,Cambio 16,1990,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,,"Versión realizada sobre texto plano, del corpus Entrevis.90","—Con Japón y EE UU al acecho, ¿tiene sentido un negocio informático europeo?"
"Bonfil Batalla, Guillermo: Simbiosis de culturas. Los inmigrantes y su cultura en México. México D.F.: Fondo de Cultura Económica, 1993.","Bonfil Batalla, Guillermo",Simbiosis de culturas. Los inmigrantes y su cultura en México,1993,Primera edición,No ficción,Escrito,Libro,"Artes, cultura y espectáculos",México,México y Centroamérica,,"Se da como autor a Guillermo Bonfil Batalla, compilador de la obra. Sólo se han procesado algunos artículos.","Cuando Japón pasaba de su situación de aislamiento, sahoku, al de apertura, kaikoku, México también se liberaba de sus largas luchas internas y externas, y comenzaba una vida pacífica, la cual, desde la época de Benito Juárez, le permitió celebrar tratados y convenios de comercio con muchas naciones. Con Japón lo hizo en diciembre del año de 1888; con la particularidad de que la República Mexicana, al concederle la reciprocidad absoluta, se convirtió en el primer país occidental que le reconoció su soberanía."
"«&#34;Contra Argentina tenemos clavada una espina grande&#34;». Clarín. Buenos Aires: clarin.com, 2000-11-13.",,Clarín,2000,Primera edición,No ficción,Escrito,Prensa,"Actualidad, ocio y vida cotidiana",Argentina,Río de la Plata,,Versión realizada sobre texto marcado HTML. Mayúsculas no acentuadas en el original.,— ¿Esta es la última oportunidad de Chile para llegar a Corea-Japón 2002?
"«&#34;Desde el Principio Sabía que no iba a ser Fácil&#34;, Recuerda». Excélsior. Méxicco D.F.: excelsior.com.mx, 2000-10-03.",,Excélsior,2000,Primera edición,No ficción,Escrito,Prensa,"Actualidad, ocio y vida cotidiana",México,México y Centroamérica,,Versión realizada sobre texto marcado HTML. Mayúsculas no acentuadas en el original,"Sobre el próximo partido eliminatorio rumbo al Mundial Corea-Japón 2002 ante Trinidad y Tobago, Blanco no quiso pronosticar una goleada, y sólo dijo que deberán pensar en el primer gol para que después, más tranquilos, puedan anotar más tantos."
"«Como &#34;un partido para evaluar lo que tenemos&#34; calificó el seleccionador Carlos Humberto Recinos el encuentro que sostendrán esta noche contra Jamaica.». El Salvador Hoy. San Salvador: elsalvador.com, 2000-11-15.",,El Salvador Hoy,2000,Primera edición,No ficción,Escrito,Prensa,"Actualidad, ocio y vida cotidiana",El Salvador,México y Centroamérica,,Versión realizada sobre texto marcado HTML. Mayúsculas no acentuadas en el original,"Como se sabe, el encuentro es el último que se juega dentro de la segunda fase eliminatoria rumbo al Mundial Corea-Japón 2002, en donde ya no tenemos ninguna chance aunque se gane, por lo que el partido será de puro trámite. Sin embargo, para Recinos representa la oportunidad de conocer la respuesta que los nuevos convocados tienen frente a un compromiso grande y ante un equipo jamaiquino que llega con una sola baja sensible: la del volante"
"«Los japoneses valoran y estiman a los españoles, pero los españoles, con alguna que otra excepción, no conceden a los japoneses el mismo trato». Época. Madrid: Difusora de Información Periódica S.A., 1998.",,Época,1998,Primera edición,No ficción,Escrito,Prensa,"Actualidad, ocio y vida cotidiana",España,,,Versión realizada sobre texto marcado HTML. No se acentúan las mayúsculas.,"diosa solar Amaterasu entregó en la noche de los tiempos al primer representante de la más antigua dinastía imperial existente sobre la tierra. Y ese objeto mágico o divina caparra es un espejo en cuya bruñida superficie nunca, nadie, se ha mirado, excepto —siglo tras siglo— el titular del augusto linaje. Cosas de Japón, que es, seguramente, el país más extraño del mapamundi o por lo menos, sin ningún género de duda, el más distinto a lo que en la España embercocada y testarudamente hispanocéntrica se considera normal."
"«Salvo un Imprevisto». Excélsior. México D.F.: excelsior.com.mx, 2000-09-25.",,Excélsior,2000,Primera edición,No ficción,Escrito,Prensa,"Actualidad, ocio y vida cotidiana",México,México y Centroamérica,,Versión realizada sobre texto marcado HTML. Mayúsculas no acentuadas en el original,Semifinal: Cuba - Japón y Estados Unidos - Corea del Sur.
"«LAS TIJERAS DE SEDA DE AGATHA RUIZ DE LA PRADA». ABC. Madrid: Prensa Española, S.A., 1985-02-22.",,ABC,1985,Primera edición,No ficción,Escrito,Prensa,"Actualidad, ocio y vida cotidiana",España,,,Mayúsculas no acentuadas en el original,"LOS PRINCIPES HEREDEROS DE JAPON, EN ESPAÑA"
