name,duration,type1
ledyba,0.00289,bug
ledian,0.00095,bug
spinarak,0.00110,bug
ariados,0.00095,bug
crobat,0.00104,poison
chinchou,0.00080,water
lanturn,0.00073,water
pichu,0.00073,electric
cleffa,0.00138,fairy
igglybuff,0.00135,normal
togepi,0.00121,fairy
togetic,0.00096,fairy
natu,0.00092,psychic
xatu,0.00103,psychic
mareep,0.00085,electric
flaaffy,0.00097,electric
ampharos,0.00069,electric
bellossom,0.00102,grass
marill,0.00138,water
azumarill,0.00270,water
sudowoodo,0.00114,rock
politoed,0.00148,water
hoppip,0.00109,grass
skiploom,0.00086,grass
jumpluff,0.00075,grass
aipom,0.00064,normal
sunkern,0.00066,grass
sunflora,0.00061,grass
yanma,0.00077,bug
wooper,0.00157,water
quagsire,0.00307,water
espeon,0.00086,psychic
umbreon,0.00064,dark
murkrow,0.00087,dark
slowking,0.00075,water
misdreavus,0.00088,ghost
unown,0.00075,psychic
wobbuffet,0.00072,psychic
girafarig,0.00057,normal
pineco,0.00064,bug
forretress,0.00170,bug
dunsparce,0.00241,normal
gligar,0.00113,ground
steelix,0.00085,steel
snubbull,0.00086,fairy
granbull,0.00108,fairy
qwilfish,0.00078,water
scizor,0.00073,bug
shuckle,0.00063,bug
heracross,0.00058,bug
sneasel,0.00095,dark
teddiursa,0.00094,normal
ursaring,0.00135,normal
slugma,0.00259,fire
magcargo,0.00083,fire
swinub,0.00063,ice
piloswine,0.00076,ice
corsola,0.00100,water
remoraid,0.00135,water
octillery,0.00079,water
delibird,0.00077,ice
mantine,0.00093,water
skarmory,0.00126,steel
houndour,0.00185,dark
houndoom,0.00182,dark
kingdra,0.00121,water
phanpy,0.00095,ground
donphan,0.00103,ground
porygon2,0.00073,normal
stantler,0.00098,normal
smeargle,0.00101,normal
tyrogue,0.00115,fighting
hitmontop,0.00159,fighting
smoochum,0.00198,ice
elekid,0.00104,electric
magby,0.00134,fire
miltank,0.00108,normal
blissey,0.00076,normal
raikou,0.00062,electric
entei,0.00083,fire
suicune,0.00084,water
larvitar,0.00104,rock
pupitar,0.00167,rock
tyranitar,0.00226,rock
lugia,0.00095,psychic
ho-oh,0.00114,fire
celebi,0.00067,psychic
treecko,0.00068,grass
grovyle,0.00059,grass
sceptile,0.00088,grass
torchic,0.00108,fire
combusken,0.00076,fire
blaziken,0.00108,fire
mudkip,0.00127,water
marshtomp,0.00205,water
swampert,0.00131,water
poochyena,0.00105,dark
mightyena,0.00146,dark
zigzagoon,0.00308,normal
linoone,0.00210,normal
wurmple,0.00167,bug
silcoon,0.00078,bug
beautifly,0.00103,bug
cascoon,0.00150,bug
dustox,0.00117,bug
lotad,0.00058,water
lombre,0.00076,water
ludicolo,0.00068,water
seedot,0.00129,grass
nuzleaf,0.00106,grass
shiftry,0.00240,grass
taillow,0.00064,normal
swellow,0.00056,normal
wingull,0.00062,water
pelipper,0.00094,water
ralts,0.00084,psychic
kirlia,0.00060,psychic
gardevoir,0.00065,psychic
surskit,0.00077,bug
masquerain,0.00094,bug
shroomish,0.00105,grass
breloom,0.00229,grass
slakoth,0.00081,normal
vigoroth,0.00096,normal
slaking,0.00081,normal
nincada,0.00072,bug
ninjask,0.00063,bug
shedinja,0.00067,bug
whismur,0.00061,normal
loudred,0.00092,normal
exploud,0.00124,normal
makuhita,0.00133,fighting
hariyama,0.00120,fighting
azurill,0.00264,normal
nosepass,0.00117,rock
skitty,0.00111,normal
delcatty,0.00095,normal
sableye,0.00091,dark
mawile,0.00063,steel
aron,0.00065,steel
lairon,0.00060,steel
aggron,0.00097,steel
meditite,0.00116,fighting
medicham,0.00210,fighting
electrike,0.00143,electric
manectric,0.00080,electric
plusle,0.00086,electric
minun,0.00065,electric
volbeat,0.00111,bug
illumise,0.00127,bug
roselia,0.00089,grass
gulpin,0.00068,poison
swalot,0.00079,poison
carvanha,0.00115,water
sharpedo,0.00242,water
wailmer,0.00080,water
wailord,0.00088,water
numel,0.00069,fire
camerupt,0.00094,fire
torkoal,0.00074,fire
spoink,0.00063,psychic
grumpig,0.00074,psychic
spinda,0.00116,normal
trapinch,0.00136,ground
vibrava,0.00104,ground
flygon,0.00263,ground
cacnea,0.00123,grass
cacturne,0.00098,grass
swablu,0.00079,normal
altaria,0.00071,dragon
zangoose,0.00090,normal
seviper,0.00112,poison
lunatone,0.00090,rock
solrock,0.00138,rock
barboach,0.00139,water
whiscash,0.00136,water
corphish,0.00130,water
crawdaunt,0.00126,water
baltoy,0.00125,ground
claydol,0.00118,ground
lileep,0.00099,rock
cradily,0.00118,rock
anorith,0.00183,rock
armaldo,0.00300,rock
feebas,0.00103,water
milotic,0.00074,water
castform,0.00060,normal
kecleon,0.00064,normal
shuppet,0.00069,ghost
banette,0.00072,ghost
duskull,0.00091,ghost
dusclops,0.00075,ghost
tropius,0.00067,grass
chimecho,0.00085,psychic
absol,0.00103,dark
wynaut,0.00255,psychic
snorunt,0.00080,ice
glalie,0.00071,ice
spheal,0.00089,ice
sealeo,0.00099,ice
walrein,0.00059,ice
clamperl,0.00057,water
huntail,0.00061,water
gorebyss,0.00060,water
relicanth,0.00065,water
luvdisc,0.00064,water
bagon,0.00101,dragon
shelgon,0.00151,dragon
salamence,0.00260,dragon
beldum,0.00089,steel
metang,0.00094,steel
metagross,0.00089,steel
regirock,0.00101,rock
regice,0.00132,ice
registeel,0.00131,steel
latias,0.00073,dragon
latios,0.00105,dragon
kyogre,0.00128,water
groudon,0.00261,ground
rayquaza,0.00071,dragon
jirachi,0.00064,steel
deoxys,0.00094,psychic
turtwig,0.00098,grass
grotle,0.00060,grass
torterra,0.00060,grass
chimchar,0.00063,fire
monferno,0.00060,fire
infernape,0.00072,fire
piplup,0.00064,water
prinplup,0.00095,water
empoleon,0.00208,water
starly,0.00131,normal
staravia,0.00126,normal
staraptor,0.00103,normal
bidoof,0.00125,normal
bibarel,0.00150,normal
kricketot,0.00126,bug
kricketune,0.00133,bug
shinx,0.00122,electric
luxio,0.00309,electric
luxray,0.00121,electric
budew,0.00164,grass
roserade,0.00114,grass
cranidos,0.00103,rock
rampardos,0.00137,rock
shieldon,0.00140,rock
bastiodon,0.00243,rock
burmy,0.00101,bug
wormadam,0.00067,bug
mothim,0.00086,bug
combee,0.00093,bug
vespiquen,0.00098,bug
pachirisu,0.00084,electric
buizel,0.00062,water
floatzel,0.00079,water
cherubi,0.00105,grass
cherrim,0.00121,grass
shellos,0.00274,water
gastrodon,0.00109,water
ambipom,0.00097,normal
drifloon,0.00090,ghost
drifblim,0.00090,ghost
buneary,0.00062,normal
lopunny,0.00072,normal
mismagius,0.00087,ghost
honchkrow,0.00093,dark
glameow,0.00119,normal
purugly,0.00103,normal
chingling,0.00115,psychic
stunky,0.00184,poison
skuntank,0.00087,poison
bronzor,0.00098,steel
bronzong,0.00098,steel
bonsly,0.00834,rock
mime jr.,0.00123,psychic
happiny,0.00087,normal
chatot,0.00088,normal
spiritomb,0.00161,ghost
gible,0.00289,dragon
gabite,0.00173,dragon
garchomp,0.00076,dragon
munchlax,0.00082,normal
riolu,0.00057,fighting
lucario,0.00093,fighting
hippopotas,0.00078,ground
hippowdon,0.00065,ground
skorupi,0.00059,poison
drapion,0.00085,poison
croagunk,0.00130,poison
toxicroak,0.00128,poison
carnivine,0.00185,grass
finneon,0.00086,water
lumineon,0.00096,water
mantyke,0.00079,water
snover,0.00065,grass
abomasnow,0.00099,grass
weavile,0.00078,dark
magnezone,0.00061,electric
lickilicky,0.00063,normal
rhyperior,0.00080,ground
tangrowth,0.00134,grass
electivire,0.00261,electric
magmortar,0.00106,fire
togekiss,0.00074,fairy
yanmega,0.00071,bug
leafeon,0.03294,grass
glaceon,0.00054,ice
gliscor,0.00105,ground
mamoswine,0.00102,ice
porygon-z,0.00109,normal
gallade,0.00060,psychic
probopass,0.00047,rock
dusknoir,0.00043,ghost
froslass,0.00042,ice
rotom,0.00044,electric
uxie,0.00046,psychic
mesprit,0.00046,psychic
azelf,0.00067,psychic
dialga,0.00066,steel
palkia,0.00064,water
heatran,0.00430,fire
regigigas,0.00156,normal
giratina,0.00108,ghost
cresselia,0.00111,psychic
phione,0.00108,water
manaphy,0.00250,water
darkrai,0.00139,dark
shaymin,0.00119,grass
arceus,0.00186,normal
victini,0.00115,psychic
snivy,0.00119,grass
servine,0.00280,grass
serperior,0.00098,grass
tepig,0.00092,fire
pignite,0.00097,fire
emboar,0.00089,fire
oshawott,0.00102,water
dewott,0.00103,water
samurott,0.00176,water
patrat,0.00233,normal
watchog,0.00084,normal
lillipup,0.00132,normal
herdier,0.00155,normal
stoutland,0.00104,normal
purrloin,0.00119,dark
liepard,0.00077,dark
pansage,0.00159,grass
simisage,0.00100,grass
pansear,0.00088,fire
simisear,0.00085,fire
panpour,0.00075,water
simipour,0.00067,water
munna,0.00080,psychic
musharna,0.00120,psychic
pidove,0.00131,normal
tranquill,0.00180,normal
unfezant,0.00100,normal
blitzle,0.00097,electric
zebstrika,0.00116,electric
roggenrola,0.00111,rock
boldore,0.00083,rock
gigalith,0.00085,rock
woobat,0.00075,psychic
swoobat,0.00106,psychic
drilbur,0.00266,ground
excadrill,0.00113,ground
audino,0.00120,normal
timburr,0.00094,fighting
gurdurr,0.00097,fighting
conkeldurr,0.00096,fighting
tympole,0.00071,water
palpitoad,0.00063,water
seismitoad,0.00093,water
throh,0.00117,fighting
sawk,0.00177,fighting
sewaddle,0.00093,bug
swadloon,0.00126,bug
leavanny,0.00098,bug
venipede,0.00088,bug
whirlipede,0.00811,bug
scolipede,0.00122,bug
cottonee,0.00123,grass
whimsicott,0.00099,grass
petilil,0.00092,grass
lilligant,0.00091,grass
basculin,0.00317,water
sandile,0.00145,ground
krokorok,0.00126,ground
krookodile,0.00172,ground
darumaka,0.00120,fire
darmanitan,0.00139,fire
maractus,0.00078,grass
dwebble,0.00215,bug
crustle,0.00095,bug
scraggy,0.00163,dark
scrafty,0.00132,dark
sigilyph,0.00107,psychic
yamask,0.00117,ghost
cofagrigus,0.00530,ghost
tirtouga,0.00124,water
carracosta,0.00107,water
archen,0.00107,rock
archeops,0.00083,rock
trubbish,0.00107,poison
garbodor,0.00155,poison
zorua,0.00047,dark
zoroark,0.00096,dark
minccino,0.00126,normal
cinccino,0.00117,normal
gothita,0.00090,psychic
gothorita,0.00107,psychic
gothitelle,0.00096,psychic
solosis,0.00085,psychic
duosion,0.00047,psychic
reuniclus,0.00286,psychic
ducklett,0.00149,water
swanna,0.00127,water
vanillite,0.00145,ice
vanillish,0.00038,ice
vanilluxe,0.00059,ice
deerling,0.00130,normal
sawsbuck,0.00185,normal
emolga,0.00146,electric
karrablast,0.00150,bug
escavalier,0.00075,bug
foongus,0.00098,grass
amoonguss,0.00091,grass
frillish,0.00064,water
jellicent,0.00127,water
alomomola,0.03169,water
joltik,0.00126,bug
galvantula,0.00099,bug
ferroseed,0.00104,grass
ferrothorn,0.00124,grass
klink,0.00133,steel
klang,0.00105,steel
klinklang,0.00155,steel
tynamo,0.03541,electric
eelektrik,0.00110,electric
eelektross,0.00123,electric
elgyem,0.00085,psychic
beheeyem,0.00138,psychic
litwick,0.00111,ghost
lampent,0.00041,ghost
chandelure,0.00327,ghost
axew,0.00106,dragon
fraxure,0.00053,dragon
haxorus,0.00052,dragon
cubchoo,0.00053,ice
beartic,0.00232,ice
cryogonal,0.00126,ice
shelmet,0.00150,bug
accelgor,0.00155,bug
stunfisk,0.00059,ground
mienfoo,0.00050,fighting
mienshao,0.00096,fighting
druddigon,0.00086,dragon
golett,0.00077,ground
golurk,0.00093,ground
pawniard,0.00145,dark
bisharp,0.00203,dark
bouffalant,0.00083,normal
rufflet,0.00103,normal
braviary,0.00239,normal
vullaby,0.00043,dark
mandibuzz,0.00042,dark
heatmor,0.00077,fire
durant,0.00106,bug
deino,0.00086,dark
zweilous,0.00063,dark
hydreigon,0.00103,dark
larvesta,0.00065,bug
volcarona,0.00081,bug
cobalion,0.00174,steel
terrakion,0.00108,rock
virizion,0.00185,grass
tornadus,0.00070,flying
thundurus,0.00068,electric
reshiram,0.00097,dragon
zekrom,0.00058,dragon
landorus,0.00125,ground
kyurem,0.00072,dragon
keldeo,0.00583,water
meloetta,0.00100,normal
genesect,0.00050,bug
chespin,0.00126,grass
quilladin,0.00095,grass
chesnaught,0.00096,grass
fennekin,0.00165,fire
braixen,0.00088,fire
delphox,0.00098,fire
froakie,0.00168,water
frogadier,0.00085,water
greninja,0.00105,water
bunnelby,0.00136,normal
diggersby,0.00102,normal
fletchling,0.00084,normal
fletchinder,0.00098,fire
talonflame,0.00121,fire
scatterbug,0.00130,bug
spewpa,0.00137,bug
vivillon,0.00152,bug
litleo,0.00295,fire
pyroar,0.00108,fire
flabebe,0.00104,fairy
floette,0.00092,fairy
florges,0.00102,fairy
skiddo,0.00125,grass
gogoat,0.00110,grass
pancham,0.00101,fighting
pangoro,0.00108,fighting
furfrou,0.00142,normal
espurr,0.00096,psychic
meowstic,0.00118,psychic
honedge,0.00121,steel
doublade,0.00054,steel
aegislash,0.00116,steel
spritzee,0.00112,fairy
aromatisse,0.00114,fairy
swirlix,0.00095,fairy
slurpuff,0.00120,fairy
inkay,0.00092,dark
malamar,0.00117,dark
binacle,0.00042,rock
barbaracle,0.00052,rock
skrelp,0.00095,poison
dragalge,0.00088,poison
clauncher,0.00045,water
clawitzer,0.00118,water
helioptile,0.00172,electric
heliolisk,0.00230,electric
tyrunt,0.00100,rock
tyrantrum,0.00091,rock
amaura,0.00092,rock
aurorus,0.00187,rock
sylveon,0.00324,fairy
hawlucha,0.00107,fighting
dedenne,0.00055,electric
carbink,0.00075,rock
goomy,0.00048,dragon
sliggoo,0.00083,dragon
goodra,0.00059,dragon
klefki,0.00042,steel
phantump,0.00044,ghost
trevenant,0.00053,ghost
pumpkaboo,0.00044,ghost
gourgeist,0.00161,ghost
bergmite,0.00052,ice
avalugg,0.00065,ice
noibat,0.00051,flying
noivern,0.00047,flying
xerneas,0.00040,fairy
yveltal,0.00034,dark
zygarde,0.00043,dragon
diancie,0.00086,rock
hoopa,0.00034,psychic
volcanion,0.00031,fire
