name,duration,type1
wailord,0.00023,water
numel,0.00021,fire
camerupt,0.00031,fire
torkoal,0.00023,fire
spoink,0.00022,psychic
grumpig,0.00032,psychic
spinda,0.00021,normal
trapinch,0.00032,ground
vibrava,0.00026,ground
flygon,0.00024,ground
cacnea,0.00031,grass
cacturne,0.00031,grass
swablu,0.00034,normal
altaria,0.00023,dragon
zangoose,0.00033,normal
seviper,0.00026,poison
lunatone,0.00032,rock
solrock,0.00023,rock
barboach,0.00022,water
whiscash,0.00023,water
corphish,0.00022,water
crawdaunt,0.00047,water
baltoy,0.00115,ground
claydol,0.00053,ground
lileep,0.00037,rock
cradily,0.00027,rock
anorith,0.00034,rock
armaldo,0.00037,rock
feebas,0.00028,water
milotic,0.00023,water
castform,0.00031,normal
kecleon,0.00025,normal
shuppet,0.00033,ghost
banette,0.00022,ghost
duskull,0.00022,ghost
dusclops,0.00024,ghost
tropius,0.00024,grass
chimecho,0.00021,psychic
absol,0.00033,dark
wynaut,0.00024,psychic
snorunt,0.00020,ice
glalie,0.00030,ice
spheal,0.00021,ice
sealeo,0.00022,ice
walrein,0.00023,ice
clamperl,0.00021,water
huntail,0.00024,water
gorebyss,0.00022,water
relicanth,0.00021,water
luvdisc,0.00019,water
bagon,0.00019,dragon
shelgon,0.00019,dragon
salamence,0.00020,dragon
beldum,0.00019,steel
metang,0.00020,steel
metagross,0.00020,steel
regirock,0.00021,rock
regice,0.00021,ice
registeel,0.00020,steel
latias,0.00019,dragon
latios,0.00021,dragon
kyogre,0.00021,water
groudon,0.00022,ground
rayquaza,0.00021,dragon
jirachi,0.00020,steel
deoxys,0.00019,psychic
turtwig,0.00018,grass
grotle,0.00020,grass
torterra,0.00022,grass
chimchar,0.00020,fire
monferno,0.00020,fire
infernape,0.00024,fire
piplup,0.00037,water
prinplup,0.00024,water
empoleon,0.00022,water
starly,0.00020,normal
staravia,0.00019,normal
staraptor,0.00020,normal
bidoof,0.00020,normal
bibarel,0.00019,normal
kricketot,0.00019,bug
kricketune,0.00020,bug
shinx,0.00019,electric
luxio,0.00023,electric
luxray,0.00112,electric
budew,0.00049,grass
roserade,0.00036,grass
cranidos,0.00030,rock
rampardos,0.00035,rock
shieldon,0.00025,rock
bastiodon,0.00025,rock
burmy,0.00020,bug
wormadam,0.00022,bug
mothim,0.00020,bug
combee,0.00019,bug
vespiquen,0.00020,bug
pachirisu,0.00019,electric
buizel,0.00019,water
floatzel,0.00021,water
cherubi,0.00019,grass
cherrim,0.00019,grass
shellos,0.00019,water
gastrodon,0.00019,water
ambipom,0.00022,normal
drifloon,0.00019,ghost
drifblim,0.00020,ghost
buneary,0.00018,normal
lopunny,0.00020,normal
mismagius,0.00020,ghost
honchkrow,0.00020,dark
glameow,0.00021,normal
purugly,0.00021,normal
chingling,0.00019,psychic
stunky,0.00019,poison
skuntank,0.00020,poison
bronzor,0.00019,steel
bronzong,0.00020,steel
bonsly,0.00018,rock
mime jr.,0.00019,psychic
happiny,0.00018,normal
chatot,0.00019,normal
spiritomb,0.00027,ghost
gible,0.00020,dragon
gabite,0.00021,dragon
garchomp,0.00021,dragon
munchlax,0.00020,normal
riolu,0.00021,fighting
lucario,0.00019,fighting
hippopotas,0.00019,ground
hippowdon,0.00020,ground
skorupi,0.00019,poison
drapion,0.00020,poison
croagunk,0.00018,poison
toxicroak,0.00019,poison
carnivine,0.00025,grass
finneon,0.00018,water
lumineon,0.00020,water
mantyke,0.00020,water
snover,0.00020,grass
abomasnow,0.00021,grass
weavile,0.00021,dark
magnezone,0.00020,electric
lickilicky,0.00020,normal
rhyperior,0.00022,ground
tangrowth,0.00022,grass
electivire,0.00023,electric
magmortar,0.00020,fire
togekiss,0.00020,fairy
yanmega,0.00020,bug
leafeon,0.00020,grass
glaceon,0.00038,ice
gliscor,0.00046,ground
mamoswine,0.00081,ice
porygon-z,0.00054,normal
gallade,0.00059,psychic
probopass,0.00046,rock
dusknoir,0.00029,ghost
froslass,0.00034,ice
rotom,0.00033,electric
uxie,0.00021,psychic
mesprit,0.00031,psychic
azelf,0.00022,psychic
dialga,0.00024,steel
palkia,0.00032,water
heatran,0.00023,fire
regigigas,0.00024,normal
giratina,0.00024,ghost
cresselia,0.00032,psychic
phione,0.00024,water
manaphy,0.00024,water
darkrai,0.00024,dark
shaymin,0.00021,grass
arceus,0.00032,normal
victini,0.00024,psychic
snivy,0.00031,grass
servine,0.00025,grass
serperior,0.00024,grass
tepig,0.00033,fire
pignite,0.00024,fire
emboar,0.00036,fire
oshawott,0.00026,water
dewott,0.00022,water
samurott,0.00023,water
patrat,0.00020,normal
watchog,0.00020,normal
lillipup,0.00031,normal
herdier,0.00021,normal
stoutland,0.00023,normal
purrloin,0.00022,dark
liepard,0.00022,dark
pansage,0.00021,grass
simisage,0.00023,grass
pansear,0.00032,fire
simisear,0.00025,fire
panpour,0.00034,water
simipour,0.00021,water
munna,0.00020,psychic
musharna,0.00023,psychic
pidove,0.00025,normal
tranquill,0.00023,normal
unfezant,0.00032,normal
blitzle,0.00022,electric
zebstrika,0.00024,electric
roggenrola,0.00020,rock
boldore,0.00022,rock
gigalith,0.00033,rock
woobat,0.00082,psychic
swoobat,0.00066,psychic
drilbur,0.00102,ground
excadrill,0.00042,ground
audino,0.00039,normal
timburr,0.00036,fighting
gurdurr,0.00040,fighting
conkeldurr,0.00038,fighting
tympole,0.00025,water
palpitoad,0.00022,water
seismitoad,0.00032,water
throh,0.00026,fighting
sawk,0.00032,fighting
sewaddle,0.00023,bug
swadloon,0.00031,bug
leavanny,0.00038,bug
venipede,0.00032,bug
whirlipede,0.00022,bug
scolipede,0.00024,bug
cottonee,0.00031,grass
whimsicott,0.00022,grass
petilil,0.00030,grass
lilligant,0.00035,grass
basculin,0.00025,water
sandile,0.00023,ground
krokorok,0.00034,ground
krookodile,0.00033,ground
darumaka,0.00024,fire
darmanitan,0.00024,fire
maractus,0.00031,grass
dwebble,0.00024,bug
crustle,0.00062,bug
scraggy,0.00040,dark
scrafty,0.00036,dark
sigilyph,0.00032,psychic
yamask,0.00029,ghost
cofagrigus,0.00027,ghost
tirtouga,0.00024,water
carracosta,0.00023,water
archen,0.00022,rock
archeops,0.00021,rock
trubbish,0.00019,poison
garbodor,0.00021,poison
zorua,0.00019,dark
zoroark,0.00020,dark
minccino,0.00020,normal
cinccino,0.00021,normal
gothita,0.00020,psychic
gothorita,0.00020,psychic
gothitelle,0.00020,psychic
solosis,0.00043,psychic
duosion,0.00044,psychic
reuniclus,0.00042,psychic
ducklett,0.00098,water
swanna,0.00045,water
vanillite,0.00032,ice
vanillish,0.00028,ice
vanilluxe,0.00023,ice
deerling,0.00021,normal
sawsbuck,0.00021,normal
emolga,0.00022,electric
karrablast,0.00020,bug
escavalier,0.00021,bug
foongus,0.00020,grass
amoonguss,0.00019,grass
frillish,0.00019,water
jellicent,0.00019,water
alomomola,0.00018,water
joltik,0.00018,bug
galvantula,0.00019,bug
ferroseed,0.00018,grass
ferrothorn,0.00021,grass
klink,0.00018,steel
klang,0.00019,steel
klinklang,0.00019,steel
tynamo,0.00018,electric
eelektrik,0.00019,electric
eelektross,0.00020,electric
elgyem,0.00031,psychic
beheeyem,0.00028,psychic
litwick,0.00021,ghost
lampent,0.00020,ghost
chandelure,0.00021,ghost
axew,0.00019,dragon
fraxure,0.00020,dragon
haxorus,0.00059,dragon
cubchoo,0.00033,ice
beartic,0.00027,ice
cryogonal,0.00027,ice
shelmet,0.00038,bug
accelgor,0.00025,bug
stunfisk,0.00020,ground
mienfoo,0.00020,fighting
mienshao,0.00023,fighting
druddigon,0.00047,dragon
golett,0.00040,ground
golurk,0.00033,ground
pawniard,0.00026,dark
bisharp,0.00024,dark
bouffalant,0.00025,normal
rufflet,0.00024,normal
braviary,0.00027,normal
vullaby,0.00025,dark
mandibuzz,0.00024,dark
heatmor,0.00024,fire
durant,0.00023,bug
deino,0.00023,dark
zweilous,0.00032,dark
hydreigon,0.00108,dark
larvesta,0.00125,bug
volcarona,0.00039,bug
cobalion,0.00031,steel
terrakion,0.00028,rock
virizion,0.00025,grass
tornadus,0.00026,flying
thundurus,0.00027,electric
reshiram,0.00027,dragon
zekrom,0.00029,dragon
landorus,0.00027,ground
kyurem,0.00027,dragon
keldeo,0.00025,water
meloetta,0.00022,normal
genesect,0.00024,bug
chespin,0.00022,grass
quilladin,0.00023,grass
chesnaught,0.00025,grass
fennekin,0.00025,fire
braixen,0.00024,fire
delphox,0.00025,fire
froakie,0.00022,water
frogadier,0.00023,water
greninja,0.00025,water
bunnelby,0.00025,normal
diggersby,0.00025,normal
fletchling,0.00023,normal
fletchinder,0.00024,fire
talonflame,0.00025,fire
scatterbug,0.00023,bug
spewpa,0.00022,bug
vivillon,0.00025,bug
litleo,0.00024,fire
pyroar,0.00024,fire
flabebe,0.00023,fairy
floette,0.00022,fairy
florges,0.00023,fairy
skiddo,0.00023,grass
gogoat,0.00025,grass
pancham,0.00022,fighting
pangoro,0.00025,fighting
furfrou,0.00023,normal
espurr,0.00023,psychic
meowstic,0.00023,psychic
honedge,0.00022,steel
doublade,0.00023,steel
aegislash,0.00024,steel
spritzee,0.00023,fairy
aromatisse,0.00023,fairy
swirlix,0.00022,fairy
slurpuff,0.00022,fairy
inkay,0.00023,dark
malamar,0.00024,dark
binacle,0.00024,rock
barbaracle,0.00032,rock
skrelp,0.00031,poison
dragalge,0.00050,poison
clauncher,0.00068,water
clawitzer,0.00085,water
helioptile,0.00046,electric
heliolisk,0.00033,electric
tyrunt,0.00026,rock
tyrantrum,0.00027,rock
amaura,0.00018,rock
aurorus,0.00019,rock
sylveon,0.00018,fairy
hawlucha,0.00018,fighting
dedenne,0.00018,electric
carbink,0.00018,rock
goomy,0.00018,dragon
sliggoo,0.00017,dragon
goodra,0.00019,dragon
klefki,0.00019,steel
phantump,0.00018,ghost
trevenant,0.00021,ghost
pumpkaboo,0.00016,ghost
gourgeist,0.00018,ghost
bergmite,0.00017,ice
avalugg,0.00020,ice
noibat,0.00018,flying
noivern,0.00020,flying
xerneas,0.00019,fairy
yveltal,0.00020,dark
zygarde,0.00021,dragon
diancie,0.00020,rock
hoopa,0.00019,psychic
volcanion,0.00020,fire
