name,duration,type1
cyndaquil,0.00022,fire
quilava,0.00021,fire
typhlosion,0.00019,fire
totodile,0.00023,water
croconaw,0.00019,water
feraligatr,0.00020,water
sentret,0.00019,normal
furret,0.00023,normal
hoothoot,0.00019,normal
noctowl,0.00056,normal
ledyba,0.00019,bug
ledian,0.00021,bug
spinarak,0.00021,bug
ariados,0.00021,bug
crobat,0.00021,poison
chinchou,0.00019,water
lanturn,0.00020,water
pichu,0.00019,electric
cleffa,0.00019,fairy
igglybuff,0.00019,normal
togepi,0.00019,fairy
togetic,0.00019,fairy
natu,0.00019,psychic
xatu,0.00019,psychic
mareep,0.00040,electric
flaaffy,0.00083,electric
ampharos,0.00057,electric
bellossom,0.00037,grass
marill,0.00032,water
azumarill,0.00040,water
sudowoodo,0.00041,rock
politoed,0.00032,water
hoppip,0.00023,grass
skiploom,0.00031,grass
jumpluff,0.00023,grass
aipom,0.00021,normal
sunkern,0.00032,grass
sunflora,0.00030,grass
yanma,0.00024,bug
wooper,0.00030,water
quagsire,0.00030,water
espeon,0.00024,psychic
umbreon,0.00022,dark
murkrow,0.00031,dark
slowking,0.00023,water
misdreavus,0.00033,ghost
unown,0.00042,psychic
wobbuffet,0.00030,psychic
girafarig,0.00032,normal
pineco,0.00024,bug
forretress,0.00022,bug
dunsparce,0.00020,normal
gligar,0.00030,ground
steelix,0.00024,steel
snubbull,0.00021,fairy
granbull,0.00030,fairy
qwilfish,0.00032,water
scizor,0.00024,bug
shuckle,0.00023,bug
heracross,0.00022,bug
sneasel,0.00021,dark
teddiursa,0.00030,normal
ursaring,0.00026,normal
slugma,0.00030,fire
magcargo,0.00031,fire
swinub,0.00023,ice
piloswine,0.00021,ice
corsola,0.00030,water
remoraid,0.00023,water
octillery,0.00023,water
delibird,0.00032,ice
mantine,0.00024,water
skarmory,0.00022,steel
houndour,0.00020,dark
houndoom,0.00033,dark
kingdra,0.00032,water
phanpy,0.00024,ground
donphan,0.00035,ground
porygon2,0.00060,normal
stantler,0.00044,normal
smeargle,0.00100,normal
tyrogue,0.00066,fighting
hitmontop,0.00041,fighting
smoochum,0.00025,ice
elekid,0.00031,electric
magby,0.00032,fire
miltank,0.00024,normal
blissey,0.00021,normal
raikou,0.00033,electric
entei,0.00023,fire
suicune,0.00033,water
larvitar,0.00034,rock
pupitar,0.00032,rock
tyranitar,0.00031,rock
lugia,0.00032,psychic
ho-oh,0.00024,fire
celebi,0.00021,psychic
treecko,0.00021,grass
grovyle,0.00022,grass
sceptile,0.00022,grass
torchic,0.00031,fire
combusken,0.00023,fire
blaziken,0.00024,fire
mudkip,0.00030,water
marshtomp,0.00023,water
swampert,0.00023,water
poochyena,0.00030,dark
mightyena,0.00025,dark
zigzagoon,0.00031,normal
linoone,0.00032,normal
wurmple,0.00025,bug
silcoon,0.00022,bug
beautifly,0.00030,bug
cascoon,0.00021,bug
dustox,0.00030,bug
lotad,0.00021,water
lombre,0.00022,water
ludicolo,0.00024,water
seedot,0.00019,grass
nuzleaf,0.00019,grass
shiftry,0.00022,grass
taillow,0.00019,normal
swellow,0.00021,normal
wingull,0.00020,water
pelipper,0.00022,water
ralts,0.00021,psychic
kirlia,0.00018,psychic
gardevoir,0.00019,psychic
surskit,0.00019,bug
masquerain,0.00020,bug
shroomish,0.00018,grass
breloom,0.00020,grass
slakoth,0.00019,normal
vigoroth,0.00020,normal
slaking,0.00055,normal
nincada,0.00106,bug
ninjask,0.00063,bug
shedinja,0.00045,bug
whismur,0.00033,normal
loudred,0.00040,normal
exploud,0.00029,normal
makuhita,0.00034,fighting
hariyama,0.00029,fighting
azurill,0.00032,normal
nosepass,0.00024,rock
skitty,0.00023,normal
delcatty,0.00022,normal
sableye,0.00020,dark
mawile,0.00019,steel
aron,0.00020,steel
lairon,0.00020,steel
aggron,0.00021,steel
meditite,0.00019,fighting
medicham,0.00020,fighting
electrike,0.00032,electric
manectric,0.00028,electric
plusle,0.00032,electric
minun,0.00026,electric
volbeat,0.00024,bug
illumise,0.00020,bug
roselia,0.00020,grass
gulpin,0.00020,poison
swalot,0.00020,poison
carvanha,0.00019,water
sharpedo,0.00032,water
wailmer,0.00030,water
wailord,0.00025,water
numel,0.00028,fire
camerupt,0.00027,fire
torkoal,0.00025,fire
spoink,0.00021,psychic
grumpig,0.00020,psychic
spinda,0.00019,normal
trapinch,0.00019,ground
vibrava,0.00023,ground
flygon,0.00021,ground
cacnea,0.00019,grass
cacturne,0.00019,grass
swablu,0.00020,normal
altaria,0.00019,dragon
zangoose,0.00021,normal
seviper,0.00024,poison
lunatone,0.00023,rock
solrock,0.00021,rock
barboach,0.00019,water
whiscash,0.00021,water
corphish,0.00020,water
crawdaunt,0.00021,water
baltoy,0.00019,ground
claydol,0.00021,ground
lileep,0.00024,rock
cradily,0.00024,rock
anorith,0.00021,rock
armaldo,0.00025,rock
feebas,0.00062,water
milotic,0.00093,water
castform,0.00040,normal
kecleon,0.00031,normal
shuppet,0.00025,ghost
banette,0.00024,ghost
duskull,0.00024,ghost
dusclops,0.00021,ghost
tropius,0.00022,grass
chimecho,0.00018,psychic
absol,0.00019,dark
wynaut,0.00018,psychic
snorunt,0.00019,ice
glalie,0.00020,ice
spheal,0.00019,ice
sealeo,0.00020,ice
walrein,0.00021,ice
clamperl,0.00020,water
huntail,0.00021,water
gorebyss,0.00020,water
relicanth,0.00020,water
luvdisc,0.00019,water
bagon,0.00019,dragon
shelgon,0.00020,dragon
salamence,0.00021,dragon
beldum,0.00018,steel
metang,0.00020,steel
metagross,0.00021,steel
regirock,0.00020,rock
regice,0.00020,ice
registeel,0.00020,steel
latias,0.00020,dragon
latios,0.00021,dragon
kyogre,0.00021,water
groudon,0.00022,ground
rayquaza,0.00022,dragon
jirachi,0.00020,steel
deoxys,0.00020,psychic
turtwig,0.00019,grass
grotle,0.00020,grass
torterra,0.00021,grass
chimchar,0.00019,fire
monferno,0.00019,fire
infernape,0.00020,fire
piplup,0.00019,water
prinplup,0.00020,water
empoleon,0.00020,water
starly,0.00019,normal
staravia,0.00019,normal
staraptor,0.00020,normal
bidoof,0.00024,normal
bibarel,0.00032,normal
kricketot,0.00021,bug
kricketune,0.00019,bug
shinx,0.00019,electric
luxio,0.00019,electric
luxray,0.00019,electric
budew,0.00018,grass
roserade,0.00019,grass
cranidos,0.00019,rock
rampardos,0.00020,rock
shieldon,0.00020,rock
bastiodon,0.00020,rock
burmy,0.00018,bug
wormadam,0.00019,bug
mothim,0.00019,bug
combee,0.00018,bug
vespiquen,0.00020,bug
pachirisu,0.00018,electric
buizel,0.00018,water
floatzel,0.00051,water
cherubi,0.00073,grass
cherrim,0.00061,grass
shellos,0.00041,water
gastrodon,0.00030,water
ambipom,0.00028,normal
drifloon,0.00024,ghost
drifblim,0.00021,ghost
buneary,0.00020,normal
lopunny,0.00021,normal
mismagius,0.00021,ghost
honchkrow,0.00020,dark
glameow,0.00020,normal
purugly,0.00021,normal
chingling,0.00019,psychic
stunky,0.00019,poison
skuntank,0.00020,poison
bronzor,0.00020,steel
bronzong,0.00020,steel
bonsly,0.00018,rock
mime jr.,0.00019,psychic
happiny,0.00019,normal
chatot,0.00021,normal
spiritomb,0.00031,ghost
gible,0.00035,dragon
gabite,0.00027,dragon
garchomp,0.00027,dragon
munchlax,0.00020,normal
riolu,0.00019,fighting
lucario,0.00020,fighting
hippopotas,0.00020,ground
hippowdon,0.00021,ground
skorupi,0.00020,poison
drapion,0.00021,poison
croagunk,0.00021,poison
toxicroak,0.00020,poison
carnivine,0.00020,grass
finneon,0.00018,water
lumineon,0.00019,water
mantyke,0.00020,water
snover,0.00019,grass
abomasnow,0.00021,grass
weavile,0.00021,dark
magnezone,0.00019,electric
lickilicky,0.00019,normal
rhyperior,0.00021,ground
tangrowth,0.00020,grass
electivire,0.00021,electric
magmortar,0.00020,fire
togekiss,0.00020,fairy
yanmega,0.00020,bug
leafeon,0.00020,grass
glaceon,0.00020,ice
gliscor,0.00021,ground
mamoswine,0.00022,ice
porygon-z,0.00020,normal
gallade,0.00020,psychic
probopass,0.00021,rock
dusknoir,0.00022,ghost
froslass,0.00021,ice
rotom,0.00020,electric
uxie,0.00020,psychic
mesprit,0.00020,psychic
azelf,0.00020,psychic
dialga,0.00023,steel
palkia,0.00035,water
heatran,0.00054,fire
regigigas,0.00073,normal
giratina,0.00050,ghost
cresselia,0.00051,psychic
phione,0.00035,water
manaphy,0.00023,water
darkrai,0.00034,dark
shaymin,0.00025,grass
arceus,0.00024,normal
victini,0.00025,psychic
snivy,0.00023,grass
servine,0.00033,grass
serperior,0.00025,grass
tepig,0.00025,fire
pignite,0.00025,fire
emboar,0.00025,fire
oshawott,0.00023,water
dewott,0.00023,water
samurott,0.00025,water
patrat,0.00021,normal
watchog,0.00033,normal
lillipup,0.00024,normal
herdier,0.00022,normal
stoutland,0.00035,normal
purrloin,0.00024,dark
liepard,0.00025,dark
pansage,0.00024,grass
simisage,0.00023,grass
pansear,0.00023,fire
simisear,0.00024,fire
panpour,0.00023,water
simipour,0.00024,water
munna,0.00023,psychic
musharna,0.00023,psychic
pidove,0.00023,normal
tranquill,0.00023,normal
unfezant,0.00024,normal
blitzle,0.00023,electric
zebstrika,0.00024,electric
roggenrola,0.00024,rock
boldore,0.00024,rock
gigalith,0.00025,rock
woobat,0.00023,psychic
swoobat,0.00024,psychic
drilbur,0.00024,ground
excadrill,0.00024,ground
audino,0.00023,normal
timburr,0.00023,fighting
gurdurr,0.00023,fighting
conkeldurr,0.00024,fighting
tympole,0.00023,water
palpitoad,0.00023,water
seismitoad,0.00024,water
throh,0.00024,fighting
sawk,0.00024,fighting
sewaddle,0.00023,bug
swadloon,0.00023,bug
leavanny,0.00031,bug
venipede,0.00096,bug
whirlipede,0.00062,bug
scolipede,0.00047,bug
cottonee,0.00042,grass
whimsicott,0.00033,grass
petilil,0.00029,grass
lilligant,0.00027,grass
basculin,0.00023,water
sandile,0.00021,ground
krokorok,0.00022,ground
krookodile,0.00023,ground
darumaka,0.00021,fire
darmanitan,0.00022,fire
maractus,0.00022,grass
dwebble,0.00021,bug
crustle,0.00022,bug
scraggy,0.00020,dark
scrafty,0.00024,dark
sigilyph,0.00024,psychic
yamask,0.00033,ghost
cofagrigus,0.00026,ghost
tirtouga,0.00022,water
carracosta,0.00025,water
archen,0.00021,rock
archeops,0.00023,rock
trubbish,0.00019,poison
garbodor,0.00025,poison
zorua,0.00019,dark
zoroark,0.00020,dark
minccino,0.00020,normal
cinccino,0.00020,normal
gothita,0.00018,psychic
gothorita,0.00019,psychic
gothitelle,0.00019,psychic
solosis,0.00018,psychic
duosion,0.00019,psychic
reuniclus,0.00020,psychic
ducklett,0.00019,water
swanna,0.00020,water
vanillite,0.00018,ice
vanillish,0.00020,ice
vanilluxe,0.00020,ice
deerling,0.00019,normal
sawsbuck,0.00021,normal
emolga,0.00021,electric
karrablast,0.00020,bug
escavalier,0.00020,bug
foongus,0.00019,grass
amoonguss,0.00020,grass
frillish,0.00020,water
jellicent,0.00020,water
alomomola,0.00019,water
joltik,0.00019,bug
galvantula,0.00020,bug
ferroseed,0.00018,grass
ferrothorn,0.00022,grass
klink,0.00023,steel
klang,0.00020,steel
klinklang,0.00021,steel
tynamo,0.00019,electric
eelektrik,0.00020,electric
eelektross,0.00021,electric
elgyem,0.00018,psychic
beheeyem,0.00049,psychic
litwick,0.00032,ghost
lampent,0.00073,ghost
chandelure,0.00066,ghost
axew,0.00050,dragon
fraxure,0.00046,dragon
haxorus,0.00045,dragon
cubchoo,0.00043,ice
beartic,0.00035,ice
cryogonal,0.00032,ice
shelmet,0.00031,bug
accelgor,0.00027,bug
stunfisk,0.00030,ground
mienfoo,0.00026,fighting
mienshao,0.00029,fighting
druddigon,0.00028,dragon
golett,0.00029,ground
golurk,0.00028,ground
pawniard,0.00025,dark
bisharp,0.00027,dark
bouffalant,0.00028,normal
rufflet,0.00028,normal
braviary,0.00027,normal
vullaby,0.00028,dark
mandibuzz,0.00029,dark
heatmor,0.00026,fire
durant,0.00025,bug
deino,0.00024,dark
zweilous,0.00025,dark
hydreigon,0.00026,dark
larvesta,0.00028,bug
volcarona,0.00026,bug
cobalion,0.00028,steel
terrakion,0.00027,rock
virizion,0.00027,grass
tornadus,0.00037,flying
thundurus,0.00040,electric
reshiram,0.00033,dragon
zekrom,0.00033,dragon
landorus,0.00033,ground
kyurem,0.00029,dragon
keldeo,0.00035,water
meloetta,0.00028,normal
genesect,0.00022,bug
chespin,0.00021,grass
quilladin,0.00020,grass
chesnaught,0.00021,grass
fennekin,0.00019,fire
braixen,0.00019,fire
delphox,0.00020,fire
froakie,0.00019,water
frogadier,0.00019,water
greninja,0.00020,water
bunnelby,0.00019,normal
diggersby,0.00145,normal
fletchling,0.00089,normal
fletchinder,0.00052,fire
talonflame,0.00027,fire
scatterbug,0.00025,bug
spewpa,0.00022,bug
vivillon,0.00024,bug
litleo,0.00024,fire
pyroar,0.00023,fire
flabebe,0.00022,fairy
floette,0.00021,fairy
florges,0.00027,fairy
skiddo,0.00016,grass
gogoat,0.00018,grass
pancham,0.00016,fighting
pangoro,0.00017,fighting
furfrou,0.00017,normal
espurr,0.00014,psychic
meowstic,0.00017,psychic
honedge,0.00016,steel
doublade,0.00015,steel
aegislash,0.00018,steel
spritzee,0.00015,fairy
aromatisse,0.00016,fairy
swirlix,0.00016,fairy
slurpuff,0.00016,fairy
inkay,0.00017,dark
malamar,0.00016,dark
binacle,0.00017,rock
barbaracle,0.00017,rock
skrelp,0.00017,poison
dragalge,0.00016,poison
clauncher,0.00017,water
clawitzer,0.00017,water
helioptile,0.00017,electric
heliolisk,0.00015,electric
tyrunt,0.00015,rock
tyrantrum,0.00017,rock
amaura,0.00015,rock
aurorus,0.00016,rock
sylveon,0.00016,fairy
hawlucha,0.00016,fighting
dedenne,0.00015,electric
carbink,0.00015,rock
goomy,0.00015,dragon
sliggoo,0.00016,dragon
goodra,0.00017,dragon
klefki,0.00016,steel
phantump,0.00015,ghost
trevenant,0.00018,ghost
pumpkaboo,0.00015,ghost
gourgeist,0.00017,ghost
bergmite,0.00015,ice
avalugg,0.00018,ice
noibat,0.00016,flying
noivern,0.00018,flying
xerneas,0.00018,fairy
yveltal,0.00018,dark
zygarde,0.00017,dragon
diancie,0.00016,rock
hoopa,0.00015,psychic
volcanion,0.00017,fire
