name,duration,type1
seviper,0.00031,poison
lunatone,0.00028,rock
solrock,0.00028,rock
barboach,0.00022,water
whiscash,0.00020,water
corphish,0.00018,water
crawdaunt,0.00018,water
baltoy,0.00017,ground
claydol,0.00017,ground
lileep,0.00018,rock
cradily,0.00028,rock
anorith,0.00024,rock
armaldo,0.00024,rock
feebas,0.00017,water
milotic,0.00018,water
castform,0.00015,normal
kecleon,0.00016,normal
shuppet,0.00015,ghost
banette,0.00016,ghost
duskull,0.00015,ghost
dusclops,0.00017,ghost
tropius,0.00017,grass
chimecho,0.00016,psychic
absol,0.00016,dark
wynaut,0.00015,psychic
snorunt,0.00016,ice
glalie,0.00016,ice
spheal,0.00015,ice
sealeo,0.00016,ice
walrein,0.00016,ice
clamperl,0.00016,water
huntail,0.00016,water
gorebyss,0.00016,water
relicanth,0.00017,water
luvdisc,0.00015,water
bagon,0.00015,dragon
shelgon,0.00016,dragon
salamence,0.00017,dragon
beldum,0.00015,steel
metang,0.00019,steel
metagross,0.00021,steel
regirock,0.00018,rock
regice,0.00017,ice
registeel,0.00017,steel
latias,0.00016,dragon
latios,0.00017,dragon
kyogre,0.00017,water
groudon,0.00018,ground
rayquaza,0.00017,dragon
jirachi,0.00016,steel
deoxys,0.00016,psychic
turtwig,0.00015,grass
grotle,0.00017,grass
torterra,0.00017,grass
chimchar,0.00016,fire
monferno,0.00017,fire
infernape,0.00017,fire
piplup,0.00016,water
prinplup,0.00016,water
empoleon,0.00016,water
starly,0.00016,normal
staravia,0.00016,normal
staraptor,0.00017,normal
bidoof,0.00016,normal
bibarel,0.00016,normal
kricketot,0.00016,bug
kricketune,0.00016,bug
shinx,0.00016,electric
luxio,0.00017,electric
luxray,0.00016,electric
budew,0.00015,grass
roserade,0.00024,grass
cranidos,0.00026,rock
rampardos,0.00021,rock
shieldon,0.00019,rock
bastiodon,0.00023,rock
burmy,0.00020,bug
wormadam,0.00028,bug
mothim,0.00022,bug
combee,0.00018,bug
vespiquen,0.00018,bug
pachirisu,0.00016,electric
buizel,0.00017,water
floatzel,0.00026,water
cherubi,0.00040,grass
cherrim,0.00028,grass
shellos,0.00022,water
gastrodon,0.00027,water
ambipom,0.00031,normal
drifloon,0.00030,ghost
drifblim,0.00045,ghost
buneary,0.00025,normal
lopunny,0.00023,normal
mismagius,0.00017,ghost
honchkrow,0.00017,dark
glameow,0.00017,normal
purugly,0.00017,normal
chingling,0.00016,psychic
stunky,0.00016,poison
skuntank,0.00016,poison
bronzor,0.00015,steel
bronzong,0.00016,steel
bonsly,0.00015,rock
mime jr.,0.00019,psychic
happiny,0.00016,normal
chatot,0.00015,normal
spiritomb,0.00016,ghost
gible,0.00015,dragon
gabite,0.00016,dragon
garchomp,0.00017,dragon
munchlax,0.00015,normal
riolu,0.00015,fighting
lucario,0.00016,fighting
hippopotas,0.00016,ground
hippowdon,0.00016,ground
skorupi,0.00016,poison
drapion,0.00017,poison
croagunk,0.00015,poison
toxicroak,0.00016,poison
carnivine,0.00016,grass
finneon,0.00015,water
lumineon,0.00016,water
mantyke,0.00016,water
snover,0.00016,grass
abomasnow,0.00017,grass
weavile,0.00016,dark
magnezone,0.00016,electric
lickilicky,0.00016,normal
rhyperior,0.00017,ground
tangrowth,0.00017,grass
electivire,0.00017,electric
magmortar,0.00017,fire
togekiss,0.00016,fairy
yanmega,0.00016,bug
leafeon,0.00016,grass
glaceon,0.00016,ice
gliscor,0.00017,ground
mamoswine,0.00018,ice
porygon-z,0.00015,normal
gallade,0.00017,psychic
probopass,0.00017,rock
dusknoir,0.00017,ghost
froslass,0.00017,ice
rotom,0.00015,electric
uxie,0.00016,psychic
mesprit,0.00017,psychic
azelf,0.00018,psychic
dialga,0.00022,steel
palkia,0.00018,water
heatran,0.00018,fire
regigigas,0.00018,normal
giratina,0.00018,ghost
cresselia,0.00016,psychic
phione,0.00016,water
manaphy,0.00016,water
darkrai,0.00027,dark
shaymin,0.00026,grass
arceus,0.00025,normal
victini,0.00034,psychic
snivy,0.00028,grass
servine,0.00046,grass
serperior,0.00035,grass
tepig,0.00034,fire
pignite,0.00025,fire
emboar,0.00019,fire
oshawott,0.00020,water
dewott,0.00016,water
samurott,0.00017,water
patrat,0.00016,normal
watchog,0.00015,normal
lillipup,0.00016,normal
herdier,0.00016,normal
stoutland,0.00017,normal
purrloin,0.00015,dark
liepard,0.00016,dark
pansage,0.00015,grass
simisage,0.00017,grass
pansear,0.00016,fire
simisear,0.00016,fire
panpour,0.00016,water
simipour,0.00016,water
munna,0.00015,psychic
musharna,0.00016,psychic
pidove,0.00015,normal
tranquill,0.00016,normal
unfezant,0.00016,normal
blitzle,0.00015,electric
zebstrika,0.00016,electric
roggenrola,0.00015,rock
boldore,0.00016,rock
gigalith,0.00016,rock
woobat,0.00015,psychic
swoobat,0.00016,psychic
drilbur,0.00016,ground
excadrill,0.00017,ground
audino,0.00018,normal
timburr,0.00016,fighting
gurdurr,0.00016,fighting
conkeldurr,0.00017,fighting
tympole,0.00016,water
palpitoad,0.00016,water
seismitoad,0.00016,water
throh,0.00016,fighting
sawk,0.00016,fighting
sewaddle,0.00015,bug
swadloon,0.00015,bug
leavanny,0.00016,bug
venipede,0.00018,bug
whirlipede,0.00017,bug
scolipede,0.00020,bug
cottonee,0.00016,grass
whimsicott,0.00016,grass
petilil,0.00016,grass
lilligant,0.00016,grass
basculin,0.00016,water
sandile,0.00016,ground
krokorok,0.00016,ground
krookodile,0.00017,ground
darumaka,0.00016,fire
darmanitan,0.00016,fire
maractus,0.00017,grass
dwebble,0.00016,bug
crustle,0.00017,bug
scraggy,0.00016,dark
scrafty,0.00016,dark
sigilyph,0.00018,psychic
yamask,0.00015,ghost
cofagrigus,0.00017,ghost
tirtouga,0.00016,water
carracosta,0.00017,water
archen,0.00016,rock
archeops,0.00018,rock
trubbish,0.00015,poison
garbodor,0.00018,poison
zorua,0.00016,dark
zoroark,0.00017,dark
minccino,0.00016,normal
cinccino,0.00016,normal
gothita,0.00016,psychic
gothorita,0.00016,psychic
gothitelle,0.00017,psychic
solosis,0.00016,psychic
duosion,0.00020,psychic
reuniclus,0.00033,psychic
ducklett,0.00033,water
swanna,0.00031,water
vanillite,0.00042,ice
vanillish,0.00068,ice
vanilluxe,0.00046,ice
deerling,0.00034,normal
sawsbuck,0.00028,normal
emolga,0.00022,electric
karrablast,0.00018,bug
escavalier,0.00018,bug
foongus,0.00016,grass
amoonguss,0.00017,grass
frillish,0.00016,water
jellicent,0.00016,water
alomomola,0.00016,water
joltik,0.00015,bug
galvantula,0.00016,bug
ferroseed,0.00015,grass
ferrothorn,0.00017,grass
klink,0.00016,steel
klang,0.00016,steel
klinklang,0.00019,steel
tynamo,0.00017,electric
eelektrik,0.00016,electric
eelektross,0.00017,electric
elgyem,0.00016,psychic
beheeyem,0.00016,psychic
litwick,0.00015,ghost
lampent,0.00015,ghost
chandelure,0.00019,ghost
axew,0.00016,dragon
fraxure,0.00016,dragon
haxorus,0.00017,dragon
cubchoo,0.00015,ice
beartic,0.00016,ice
cryogonal,0.00017,ice
shelmet,0.00016,bug
accelgor,0.00016,bug
stunfisk,0.00016,ground
mienfoo,0.00016,fighting
mienshao,0.00016,fighting
druddigon,0.00017,dragon
golett,0.00017,ground
golurk,0.00018,ground
pawniard,0.00016,dark
bisharp,0.00016,dark
bouffalant,0.00016,normal
rufflet,0.00016,normal
braviary,0.00017,normal
vullaby,0.00017,dark
mandibuzz,0.00017,dark
heatmor,0.00017,fire
durant,0.00016,bug
deino,0.00017,dark
zweilous,0.00017,dark
hydreigon,0.00017,dark
larvesta,0.00016,bug
volcarona,0.00016,bug
cobalion,0.00019,steel
terrakion,0.00023,rock
virizion,0.00017,grass
tornadus,0.00018,flying
thundurus,0.00017,electric
reshiram,0.00019,dragon
zekrom,0.00018,dragon
landorus,0.00017,ground
kyurem,0.00017,dragon
keldeo,0.00016,water
meloetta,0.00016,normal
genesect,0.00016,bug
chespin,0.00016,grass
quilladin,0.00025,grass
chesnaught,0.00022,grass
fennekin,0.00018,fire
braixen,0.00017,fire
delphox,0.00018,fire
froakie,0.00016,water
frogadier,0.00016,water
greninja,0.00018,water
bunnelby,0.00018,normal
diggersby,0.00016,normal
fletchling,0.00028,normal
fletchinder,0.00029,fire
talonflame,0.00028,fire
scatterbug,0.00024,bug
spewpa,0.00034,bug
vivillon,0.00030,bug
litleo,0.00022,fire
pyroar,0.00021,fire
flabebe,0.00017,fairy
floette,0.00017,fairy
florges,0.00017,fairy
skiddo,0.00016,grass
gogoat,0.00016,grass
pancham,0.00015,fighting
pangoro,0.00017,fighting
furfrou,0.00016,normal
espurr,0.00015,psychic
meowstic,0.00016,psychic
honedge,0.00015,steel
doublade,0.00016,steel
aegislash,0.00016,steel
spritzee,0.00015,fairy
aromatisse,0.00016,fairy
swirlix,0.00015,fairy
slurpuff,0.00016,fairy
inkay,0.00015,dark
malamar,0.00017,dark
binacle,0.00015,rock
barbaracle,0.00017,rock
skrelp,0.00015,poison
dragalge,0.00017,poison
clauncher,0.00015,water
clawitzer,0.00016,water
helioptile,0.00015,electric
heliolisk,0.00016,electric
tyrunt,0.00016,rock
tyrantrum,0.00018,rock
amaura,0.00015,rock
aurorus,0.00018,rock
sylveon,0.00016,fairy
hawlucha,0.00016,fighting
dedenne,0.00018,electric
carbink,0.00016,rock
goomy,0.00015,dragon
sliggoo,0.00016,dragon
goodra,0.00017,dragon
klefki,0.00016,steel
phantump,0.00015,ghost
trevenant,0.00018,ghost
pumpkaboo,0.00018,ghost
gourgeist,0.00019,ghost
bergmite,0.00014,ice
avalugg,0.00015,ice
noibat,0.00014,flying
noivern,0.00015,flying
xerneas,0.00016,fairy
yveltal,0.00016,dark
zygarde,0.00014,dragon
diancie,0.00014,rock
hoopa,0.00014,psychic
volcanion,0.00016,fire
