name,duration,type1
masquerain,0.00027,bug
shroomish,0.00020,grass
breloom,0.00022,grass
slakoth,0.00018,normal
vigoroth,0.00018,normal
slaking,0.00020,normal
nincada,0.00017,bug
ninjask,0.00017,bug
shedinja,0.00018,bug
whismur,0.00017,normal
loudred,0.00019,normal
exploud,0.00020,normal
makuhita,0.00027,fighting
hariyama,0.00020,fighting
azurill,0.00017,normal
nosepass,0.00018,rock
skitty,0.00016,normal
delcatty,0.00016,normal
sableye,0.00016,dark
mawile,0.00016,steel
aron,0.00016,steel
lairon,0.00017,steel
aggron,0.00017,steel
meditite,0.00016,fighting
medicham,0.00016,fighting
electrike,0.00019,electric
manectric,0.00022,electric
plusle,0.00015,electric
minun,0.00016,electric
volbeat,0.00016,bug
illumise,0.00016,bug
roselia,0.00016,grass
gulpin,0.00015,poison
swalot,0.00016,poison
carvanha,0.00017,water
sharpedo,0.00016,water
wailmer,0.00016,water
wailord,0.00016,water
numel,0.00015,fire
camerupt,0.00016,fire
torkoal,0.00017,fire
spoink,0.00016,psychic
grumpig,0.00020,psychic
spinda,0.00016,normal
trapinch,0.00015,ground
vibrava,0.00016,ground
flygon,0.00017,ground
cacnea,0.00016,grass
cacturne,0.00016,grass
swablu,0.00015,normal
altaria,0.00016,dragon
zangoose,0.00016,normal
seviper,0.00016,poison
lunatone,0.00015,rock
solrock,0.00016,rock
barboach,0.00015,water
whiscash,0.00016,water
corphish,0.00016,water
crawdaunt,0.00016,water
baltoy,0.00015,ground
claydol,0.00017,ground
lileep,0.00016,rock
cradily,0.00016,rock
anorith,0.00016,rock
armaldo,0.00018,rock
feebas,0.00016,water
milotic,0.00025,water
castform,0.00022,normal
kecleon,0.00020,normal
shuppet,0.00017,ghost
banette,0.00022,ghost
duskull,0.00026,ghost
dusclops,0.00023,ghost
tropius,0.00020,grass
chimecho,0.00022,psychic
absol,0.00033,dark
wynaut,0.00022,psychic
snorunt,0.00018,ice
glalie,0.00018,ice
spheal,0.00016,ice
sealeo,0.00017,ice
walrein,0.00030,ice
clamperl,0.00021,water
huntail,0.00034,water
gorebyss,0.00030,water
relicanth,0.00041,water
luvdisc,0.00037,water
bagon,0.00027,dragon
shelgon,0.00020,dragon
salamence,0.00018,dragon
beldum,0.00026,steel
metang,0.00020,steel
metagross,0.00019,steel
regirock,0.00019,rock
regice,0.00019,ice
registeel,0.00018,steel
latias,0.00020,dragon
latios,0.00023,dragon
kyogre,0.00022,water
groudon,0.00025,ground
rayquaza,0.00021,dragon
jirachi,0.00016,steel
deoxys,0.00017,psychic
turtwig,0.00015,grass
grotle,0.00017,grass
torterra,0.00017,grass
chimchar,0.00016,fire
monferno,0.00016,fire
infernape,0.00017,fire
piplup,0.00016,water
prinplup,0.00016,water
empoleon,0.00017,water
starly,0.00016,normal
staravia,0.00015,normal
staraptor,0.00016,normal
bidoof,0.00016,normal
bibarel,0.00016,normal
kricketot,0.00015,bug
kricketune,0.00016,bug
shinx,0.00021,electric
luxio,0.00018,electric
luxray,0.00016,electric
budew,0.00015,grass
roserade,0.00016,grass
cranidos,0.00016,rock
rampardos,0.00016,rock
shieldon,0.00015,rock
bastiodon,0.00016,rock
burmy,0.00015,bug
wormadam,0.00015,bug
mothim,0.00016,bug
combee,0.00015,bug
vespiquen,0.00018,bug
pachirisu,0.00015,electric
buizel,0.00015,water
floatzel,0.00016,water
cherubi,0.00014,grass
cherrim,0.00015,grass
shellos,0.00015,water
gastrodon,0.00015,water
ambipom,0.00016,normal
drifloon,0.00014,ghost
drifblim,0.00016,ghost
buneary,0.00015,normal
lopunny,0.00016,normal
mismagius,0.00016,ghost
honchkrow,0.00016,dark
glameow,0.00016,normal
purugly,0.00017,normal
chingling,0.00020,psychic
stunky,0.00037,poison
skuntank,0.00028,poison
bronzor,0.00024,steel
bronzong,0.00024,steel
bonsly,0.00030,rock
mime jr.,0.00040,psychic
happiny,0.00024,normal
chatot,0.00023,normal
spiritomb,0.00023,ghost
gible,0.00021,dragon
gabite,0.00022,dragon
garchomp,0.00023,dragon
munchlax,0.00018,normal
riolu,0.00017,fighting
lucario,0.00016,fighting
hippopotas,0.00017,ground
hippowdon,0.00018,ground
skorupi,0.00016,poison
drapion,0.00018,poison
croagunk,0.00017,poison
toxicroak,0.00016,poison
carnivine,0.00018,grass
finneon,0.00016,water
lumineon,0.00017,water
mantyke,0.00017,water
snover,0.00017,grass
abomasnow,0.00018,grass
weavile,0.00017,dark
magnezone,0.00017,electric
lickilicky,0.00017,normal
rhyperior,0.00019,ground
tangrowth,0.00019,grass
electivire,0.00018,electric
magmortar,0.00018,fire
togekiss,0.00017,fairy
yanmega,0.00016,bug
leafeon,0.00017,grass
glaceon,0.00017,ice
gliscor,0.00018,ground
mamoswine,0.00018,ice
porygon-z,0.00017,normal
gallade,0.00016,psychic
probopass,0.00017,rock
dusknoir,0.00018,ghost
froslass,0.00016,ice
rotom,0.00015,electric
uxie,0.00017,psychic
mesprit,0.00015,psychic
azelf,0.00017,psychic
dialga,0.00017,steel
palkia,0.00018,water
heatran,0.00018,fire
regigigas,0.00018,normal
giratina,0.00022,ghost
cresselia,0.00021,psychic
phione,0.00017,water
manaphy,0.00017,water
darkrai,0.00018,dark
shaymin,0.00017,grass
arceus,0.00018,normal
victini,0.00016,psychic
snivy,0.00016,grass
servine,0.00021,grass
serperior,0.00018,grass
tepig,0.00017,fire
pignite,0.00017,fire
emboar,0.00019,fire
oshawott,0.00015,water
dewott,0.00015,water
samurott,0.00016,water
patrat,0.00015,normal
watchog,0.00015,normal
lillipup,0.00015,normal
herdier,0.00016,normal
stoutland,0.00016,normal
purrloin,0.00015,dark
liepard,0.00016,dark
pansage,0.00015,grass
simisage,0.00016,grass
pansear,0.00015,fire
simisear,0.00015,fire
panpour,0.00015,water
simipour,0.00016,water
munna,0.00015,psychic
musharna,0.00015,psychic
pidove,0.00030,normal
tranquill,0.00021,normal
unfezant,0.00025,normal
blitzle,0.00021,electric
zebstrika,0.00024,electric
roggenrola,0.00028,rock
boldore,0.00038,rock
gigalith,0.00028,rock
woobat,0.00021,psychic
swoobat,0.00017,psychic
drilbur,0.00016,ground
excadrill,0.00017,ground
audino,0.00016,normal
timburr,0.00015,fighting
gurdurr,0.00016,fighting
conkeldurr,0.00017,fighting
tympole,0.00015,water
palpitoad,0.00016,water
seismitoad,0.00017,water
throh,0.00016,fighting
sawk,0.00016,fighting
sewaddle,0.00015,bug
swadloon,0.00016,bug
leavanny,0.00016,bug
venipede,0.00015,bug
whirlipede,0.00016,bug
scolipede,0.00017,bug
cottonee,0.00016,grass
whimsicott,0.00018,grass
petilil,0.00015,grass
lilligant,0.00016,grass
basculin,0.00019,water
sandile,0.00015,ground
krokorok,0.00017,ground
krookodile,0.00017,ground
darumaka,0.00016,fire
darmanitan,0.00016,fire
maractus,0.00016,grass
dwebble,0.00015,bug
crustle,0.00016,bug
scraggy,0.00016,dark
scrafty,0.00016,dark
sigilyph,0.00017,psychic
yamask,0.00016,ghost
cofagrigus,0.00017,ghost
tirtouga,0.00016,water
carracosta,0.00017,water
archen,0.00016,rock
archeops,0.00017,rock
trubbish,0.00016,poison
garbodor,0.00017,poison
zorua,0.00016,dark
zoroark,0.00017,dark
minccino,0.00016,normal
cinccino,0.00017,normal
gothita,0.00016,psychic
gothorita,0.00016,psychic
gothitelle,0.00017,psychic
solosis,0.00017,psychic
duosion,0.00015,psychic
reuniclus,0.00022,psychic
ducklett,0.00018,water
swanna,0.00018,water
vanillite,0.00016,ice
vanillish,0.00016,ice
vanilluxe,0.00017,ice
deerling,0.00016,normal
sawsbuck,0.00016,normal
emolga,0.00017,electric
karrablast,0.00016,bug
escavalier,0.00017,bug
foongus,0.00016,grass
amoonguss,0.00017,grass
frillish,0.00016,water
jellicent,0.00017,water
alomomola,0.00016,water
joltik,0.00016,bug
galvantula,0.00017,bug
ferroseed,0.00016,grass
ferrothorn,0.00018,grass
klink,0.00016,steel
klang,0.00016,steel
klinklang,0.00017,steel
tynamo,0.00016,electric
eelektrik,0.00016,electric
eelektross,0.00019,electric
elgyem,0.00017,psychic
beheeyem,0.00016,psychic
litwick,0.00023,ghost
lampent,0.00026,ghost
chandelure,0.00028,ghost
axew,0.00027,dragon
fraxure,0.00025,dragon
haxorus,0.00031,dragon
cubchoo,0.00043,ice
beartic,0.00034,ice
cryogonal,0.00024,ice
shelmet,0.00019,bug
accelgor,0.00017,bug
stunfisk,0.00017,ground
mienfoo,0.00016,fighting
mienshao,0.00018,fighting
druddigon,0.00018,dragon
golett,0.00017,ground
golurk,0.00018,ground
pawniard,0.00016,dark
bisharp,0.00017,dark
bouffalant,0.00016,normal
rufflet,0.00015,normal
braviary,0.00017,normal
vullaby,0.00015,dark
mandibuzz,0.00016,dark
heatmor,0.00016,fire
durant,0.00016,bug
deino,0.00015,dark
zweilous,0.00016,dark
hydreigon,0.00017,dark
larvesta,0.00016,bug
volcarona,0.00020,bug
cobalion,0.00019,steel
terrakion,0.00022,rock
virizion,0.00019,grass
tornadus,0.00017,flying
thundurus,0.00017,electric
reshiram,0.00021,dragon
zekrom,0.00024,dragon
landorus,0.00018,ground
kyurem,0.00018,dragon
keldeo,0.00016,water
meloetta,0.00016,normal
genesect,0.00017,bug
chespin,0.00016,grass
quilladin,0.00017,grass
chesnaught,0.00018,grass
fennekin,0.00017,fire
braixen,0.00016,fire
delphox,0.00017,fire
froakie,0.00016,water
frogadier,0.00016,water
greninja,0.00017,water
bunnelby,0.00016,normal
diggersby,0.00017,normal
fletchling,0.00015,normal
fletchinder,0.00017,fire
talonflame,0.00017,fire
scatterbug,0.00016,bug
spewpa,0.00015,bug
vivillon,0.00017,bug
litleo,0.00016,fire
pyroar,0.00017,fire
flabebe,0.00016,fairy
floette,0.00015,fairy
florges,0.00017,fairy
skiddo,0.00018,grass
gogoat,0.00018,grass
pancham,0.00017,fighting
pangoro,0.00018,fighting
furfrou,0.00017,normal
espurr,0.00016,psychic
meowstic,0.00017,psychic
honedge,0.00017,steel
doublade,0.00017,steel
aegislash,0.00017,steel
spritzee,0.00022,fairy
aromatisse,0.00017,fairy
swirlix,0.00016,fairy
slurpuff,0.00016,fairy
inkay,0.00016,dark
malamar,0.00018,dark
binacle,0.00017,rock
barbaracle,0.00020,rock
skrelp,0.00021,poison
dragalge,0.00018,poison
clauncher,0.00030,water
clawitzer,0.00044,water
helioptile,0.00028,electric
heliolisk,0.00026,electric
tyrunt,0.00030,rock
tyrantrum,0.00036,rock
amaura,0.00024,rock
aurorus,0.00022,rock
sylveon,0.00035,fairy
hawlucha,0.00027,fighting
dedenne,0.00023,electric
carbink,0.00022,rock
goomy,0.00018,dragon
sliggoo,0.00018,dragon
goodra,0.00018,dragon
klefki,0.00021,steel
phantump,0.00016,ghost
trevenant,0.00018,ghost
pumpkaboo,0.00017,ghost
gourgeist,0.00038,ghost
bergmite,0.00019,ice
avalugg,0.00017,ice
noibat,0.00016,flying
noivern,0.00022,flying
xerneas,0.00024,fairy
yveltal,0.00017,dark
zygarde,0.00016,dragon
diancie,0.00015,rock
hoopa,0.00015,psychic
volcanion,0.00015,fire
