name,duration,type1
quilava,0.00020,fire
typhlosion,0.00024,fire
totodile,0.00082,water
croconaw,0.00068,water
feraligatr,0.00057,water
sentret,0.00050,normal
furret,0.00039,normal
hoothoot,0.00032,normal
noctowl,0.00027,normal
ledyba,0.00022,bug
ledian,0.00020,bug
spinarak,0.00020,bug
ariados,0.00020,bug
crobat,0.00021,poison
chinchou,0.00021,water
lanturn,0.00020,water
pichu,0.00019,electric
cleffa,0.00019,fairy
igglybuff,0.00018,normal
togepi,0.00019,fairy
togetic,0.00018,fairy
natu,0.00018,psychic
xatu,0.00019,psychic
mareep,0.00019,electric
flaaffy,0.00019,electric
ampharos,0.00019,electric
bellossom,0.00019,grass
marill,0.00019,water
azumarill,0.00023,water
sudowoodo,0.00020,rock
politoed,0.00020,water
hoppip,0.00019,grass
skiploom,0.00019,grass
jumpluff,0.00019,grass
aipom,0.00019,normal
sunkern,0.00018,grass
sunflora,0.00019,grass
yanma,0.00019,bug
wooper,0.00019,water
quagsire,0.00019,water
espeon,0.00020,psychic
umbreon,0.00020,dark
murkrow,0.00019,dark
slowking,0.00019,water
misdreavus,0.00019,ghost
unown,0.00018,psychic
wobbuffet,0.00019,psychic
girafarig,0.00020,normal
pineco,0.00020,bug
forretress,0.00020,bug
dunsparce,0.00021,normal
gligar,0.00021,ground
steelix,0.00020,steel
snubbull,0.00018,fairy
granbull,0.00019,fairy
qwilfish,0.00018,water
scizor,0.00019,bug
shuckle,0.00019,bug
heracross,0.00020,bug
sneasel,0.00020,dark
teddiursa,0.00020,normal
ursaring,0.00020,normal
slugma,0.00019,fire
magcargo,0.00020,fire
swinub,0.00020,ice
piloswine,0.00023,ice
corsola,0.00019,water
remoraid,0.00019,water
octillery,0.00019,water
delibird,0.00020,ice
mantine,0.00019,water
skarmory,0.00076,steel
houndour,0.00058,dark
houndoom,0.00067,dark
kingdra,0.00053,water
phanpy,0.00042,ground
donphan,0.00029,ground
porygon2,0.00026,normal
stantler,0.00023,normal
smeargle,0.00024,normal
tyrogue,0.00021,fighting
hitmontop,0.00022,fighting
smoochum,0.00023,ice
elekid,0.00024,electric
magby,0.00023,fire
miltank,0.00024,normal
blissey,0.00024,normal
raikou,0.00023,electric
entei,0.00025,fire
suicune,0.00025,water
larvitar,0.00023,rock
pupitar,0.00023,rock
tyranitar,0.00036,rock
lugia,0.00026,psychic
ho-oh,0.00028,fire
celebi,0.00029,psychic
treecko,0.00023,grass
grovyle,0.00021,grass
sceptile,0.00021,grass
torchic,0.00029,fire
combusken,0.00022,fire
blaziken,0.00023,fire
mudkip,0.00030,water
marshtomp,0.00022,water
swampert,0.00031,water
poochyena,0.00045,dark
mightyena,0.00040,dark
zigzagoon,0.00026,normal
linoone,0.00028,normal
wurmple,0.00025,bug
silcoon,0.00025,bug
beautifly,0.00024,bug
cascoon,0.00026,bug
dustox,0.00023,bug
lotad,0.00031,water
lombre,0.00033,water
ludicolo,0.00035,water
seedot,0.00029,grass
nuzleaf,0.00026,grass
shiftry,0.00027,grass
taillow,0.00021,normal
swellow,0.00021,normal
wingull,0.00019,water
pelipper,0.00023,water
ralts,0.00022,psychic
kirlia,0.00040,psychic
gardevoir,0.00071,psychic
surskit,0.00048,bug
masquerain,0.00072,bug
shroomish,0.00043,grass
breloom,0.00038,grass
slakoth,0.00028,normal
vigoroth,0.00036,normal
slaking,0.00028,normal
nincada,0.00030,bug
ninjask,0.00025,bug
shedinja,0.00024,bug
whismur,0.00021,normal
loudred,0.00022,normal
exploud,0.00022,normal
makuhita,0.00022,fighting
hariyama,0.00032,fighting
azurill,0.00025,normal
nosepass,0.00024,rock
skitty,0.00022,normal
delcatty,0.00021,normal
sableye,0.00019,dark
mawile,0.00019,steel
aron,0.00018,steel
lairon,0.00020,steel
aggron,0.00020,steel
meditite,0.00018,fighting
medicham,0.00019,fighting
electrike,0.00019,electric
manectric,0.00019,electric
plusle,0.00018,electric
minun,0.00018,electric
volbeat,0.00019,bug
illumise,0.00019,bug
roselia,0.00020,grass
gulpin,0.00019,poison
swalot,0.00019,poison
carvanha,0.00018,water
sharpedo,0.00019,water
wailmer,0.00020,water
wailord,0.00020,water
numel,0.00019,fire
camerupt,0.00020,fire
torkoal,0.00021,fire
spoink,0.00018,psychic
grumpig,0.00020,psychic
spinda,0.00019,normal
trapinch,0.00019,ground
vibrava,0.00019,ground
flygon,0.00021,ground
cacnea,0.00019,grass
cacturne,0.00019,grass
swablu,0.00019,normal
altaria,0.00020,dragon
zangoose,0.00020,normal
seviper,0.00019,poison
lunatone,0.00021,rock
solrock,0.00024,rock
barboach,0.00020,water
whiscash,0.00019,water
corphish,0.00019,water
crawdaunt,0.00020,water
baltoy,0.00019,ground
claydol,0.00022,ground
lileep,0.00021,rock
cradily,0.00023,rock
anorith,0.00069,rock
armaldo,0.00079,rock
feebas,0.00061,water
milotic,0.00047,water
castform,0.00041,normal
kecleon,0.00027,normal
shuppet,0.00025,ghost
banette,0.00032,ghost
duskull,0.00039,ghost
dusclops,0.00040,ghost
tropius,0.00032,grass
chimecho,0.00028,psychic
absol,0.00024,dark
wynaut,0.00022,psychic
snorunt,0.00021,ice
glalie,0.00022,ice
spheal,0.00021,ice
sealeo,0.00020,ice
walrein,0.00021,ice
clamperl,0.00021,water
huntail,0.00020,water
gorebyss,0.00020,water
relicanth,0.00020,water
luvdisc,0.00019,water
bagon,0.00019,dragon
shelgon,0.00022,dragon
salamence,0.00023,dragon
beldum,0.00019,steel
metang,0.00021,steel
metagross,0.00025,steel
regirock,0.00023,rock
regice,0.00021,ice
registeel,0.00022,steel
latias,0.00020,dragon
latios,0.00021,dragon
kyogre,0.00022,water
groudon,0.00022,ground
rayquaza,0.00023,dragon
jirachi,0.00020,steel
deoxys,0.00021,psychic
turtwig,0.00019,grass
grotle,0.00021,grass
torterra,0.00021,grass
chimchar,0.00020,fire
monferno,0.00020,fire
infernape,0.00020,fire
piplup,0.00020,water
prinplup,0.00019,water
empoleon,0.00022,water
starly,0.00020,normal
staravia,0.00020,normal
staraptor,0.00023,normal
bidoof,0.00021,normal
bibarel,0.00021,normal
kricketot,0.00021,bug
kricketune,0.00021,bug
shinx,0.00019,electric
luxio,0.00021,electric
luxray,0.00019,electric
budew,0.00018,grass
roserade,0.00019,grass
cranidos,0.00018,rock
rampardos,0.00035,rock
shieldon,0.00104,rock
bastiodon,0.00056,rock
burmy,0.00041,bug
wormadam,0.00033,bug
mothim,0.00043,bug
combee,0.00036,bug
vespiquen,0.00029,bug
pachirisu,0.00028,electric
buizel,0.00033,water
floatzel,0.00032,water
cherubi,0.00022,grass
cherrim,0.00019,grass
shellos,0.00019,water
gastrodon,0.00019,water
ambipom,0.00020,normal
drifloon,0.00019,ghost
drifblim,0.00020,ghost
buneary,0.00018,normal
lopunny,0.00019,normal
mismagius,0.00019,ghost
honchkrow,0.00019,dark
glameow,0.00021,normal
purugly,0.00020,normal
chingling,0.00018,psychic
stunky,0.00018,poison
skuntank,0.00020,poison
bronzor,0.00019,steel
bronzong,0.00020,steel
bonsly,0.00019,rock
mime jr.,0.00021,psychic
happiny,0.00019,normal
chatot,0.00019,normal
spiritomb,0.00020,ghost
gible,0.00019,dragon
gabite,0.00020,dragon
garchomp,0.00021,dragon
munchlax,0.00025,normal
riolu,0.00021,fighting
lucario,0.00021,fighting
hippopotas,0.00019,ground
hippowdon,0.00020,ground
skorupi,0.00019,poison
drapion,0.00020,poison
croagunk,0.00019,poison
toxicroak,0.00019,poison
carnivine,0.00020,grass
finneon,0.00019,water
lumineon,0.00020,water
mantyke,0.00019,water
snover,0.00019,grass
abomasnow,0.00020,grass
weavile,0.00018,dark
magnezone,0.00022,electric
lickilicky,0.00026,normal
rhyperior,0.00021,ground
tangrowth,0.00021,grass
electivire,0.00020,electric
magmortar,0.00021,fire
togekiss,0.00019,fairy
yanmega,0.00019,bug
leafeon,0.00019,grass
glaceon,0.00018,ice
gliscor,0.00021,ground
mamoswine,0.00021,ice
porygon-z,0.00020,normal
gallade,0.00042,psychic
probopass,0.00057,rock
dusknoir,0.00096,ghost
froslass,0.00053,ice
rotom,0.00045,electric
uxie,0.00048,psychic
mesprit,0.00039,psychic
azelf,0.00045,psychic
dialga,0.00040,steel
palkia,0.00039,water
heatran,0.00027,fire
regigigas,0.00039,normal
giratina,0.00026,ghost
cresselia,0.00022,psychic
phione,0.00020,water
manaphy,0.00031,water
darkrai,0.00024,dark
shaymin,0.00020,grass
arceus,0.00033,normal
victini,0.00022,psychic
snivy,0.00033,grass
servine,0.00032,grass
serperior,0.00024,grass
tepig,0.00035,fire
pignite,0.00036,fire
emboar,0.00036,fire
oshawott,0.00033,water
dewott,0.00023,water
samurott,0.00033,water
patrat,0.00033,normal
watchog,0.00023,normal
lillipup,0.00032,normal
herdier,0.00026,normal
stoutland,0.00039,normal
purrloin,0.00037,dark
liepard,0.00036,dark
pansage,0.00032,grass
simisage,0.00024,grass
pansear,0.00021,fire
simisear,0.00033,fire
panpour,0.00024,water
simipour,0.00023,water
munna,0.00033,psychic
musharna,0.00022,psychic
pidove,0.00031,normal
tranquill,0.00026,normal
unfezant,0.00039,normal
blitzle,0.00041,electric
zebstrika,0.00062,electric
roggenrola,0.00042,rock
boldore,0.00060,rock
gigalith,0.00034,rock
woobat,0.00029,psychic
swoobat,0.00025,psychic
drilbur,0.00023,ground
excadrill,0.00023,ground
audino,0.00021,normal
timburr,0.00020,fighting
gurdurr,0.00022,fighting
conkeldurr,0.00021,fighting
tympole,0.00020,water
palpitoad,0.00021,water
seismitoad,0.00021,water
throh,0.00027,fighting
sawk,0.00027,fighting
sewaddle,0.00021,bug
swadloon,0.00021,bug
leavanny,0.00020,bug
venipede,0.00020,bug
whirlipede,0.00020,bug
scolipede,0.00021,bug
cottonee,0.00019,grass
whimsicott,0.00020,grass
petilil,0.00018,grass
lilligant,0.00020,grass
basculin,0.00019,water
sandile,0.00024,ground
krokorok,0.00021,ground
krookodile,0.00021,ground
darumaka,0.00019,fire
darmanitan,0.00020,fire
maractus,0.00020,grass
dwebble,0.00019,bug
crustle,0.00019,bug
scraggy,0.00019,dark
scrafty,0.00019,dark
sigilyph,0.00022,psychic
yamask,0.00020,ghost
cofagrigus,0.00021,ghost
tirtouga,0.00019,water
carracosta,0.00020,water
archen,0.00021,rock
archeops,0.00023,rock
trubbish,0.00025,poison
garbodor,0.00028,poison
zorua,0.00024,dark
zoroark,0.00022,dark
minccino,0.00022,normal
cinccino,0.00021,normal
gothita,0.00020,psychic
gothorita,0.00021,psychic
gothitelle,0.00022,psychic
solosis,0.00020,psychic
duosion,0.00025,psychic
reuniclus,0.00027,psychic
ducklett,0.00023,water
swanna,0.00023,water
vanillite,0.00020,ice
vanillish,0.00020,ice
vanilluxe,0.00021,ice
deerling,0.00019,normal
sawsbuck,0.00021,normal
emolga,0.00021,electric
karrablast,0.00050,bug
escavalier,0.00093,bug
foongus,0.00043,grass
amoonguss,0.00057,grass
frillish,0.00038,water
jellicent,0.00039,water
alomomola,0.00024,water
joltik,0.00031,bug
galvantula,0.00026,bug
ferroseed,0.00022,grass
ferrothorn,0.00034,grass
klink,0.00031,steel
klang,0.00022,steel
klinklang,0.00030,steel
tynamo,0.00023,electric
eelektrik,0.00031,electric
eelektross,0.00028,electric
elgyem,0.00029,psychic
beheeyem,0.00020,psychic
litwick,0.00020,ghost
lampent,0.00030,ghost
chandelure,0.00024,ghost
axew,0.00021,dragon
fraxure,0.00030,dragon
haxorus,0.00025,dragon
cubchoo,0.00030,ice
beartic,0.00021,ice
cryogonal,0.00034,ice
shelmet,0.00032,bug
accelgor,0.00037,bug
stunfisk,0.00036,ground
mienfoo,0.00030,fighting
mienshao,0.00023,fighting
druddigon,0.00031,dragon
golett,0.00033,ground
golurk,0.00026,ground
pawniard,0.00031,dark
bisharp,0.00032,dark
bouffalant,0.00023,normal
rufflet,0.00030,normal
braviary,0.00033,normal
vullaby,0.00025,dark
mandibuzz,0.00023,dark
heatmor,0.00021,fire
durant,0.00029,bug
deino,0.00024,dark
zweilous,0.00022,dark
hydreigon,0.00022,dark
larvesta,0.00029,bug
volcarona,0.00025,bug
cobalion,0.00022,steel
terrakion,0.00031,rock
virizion,0.00023,grass
tornadus,0.00059,flying
thundurus,0.00050,electric
reshiram,0.00052,dragon
zekrom,0.00045,dragon
landorus,0.00051,ground
kyurem,0.00044,dragon
keldeo,0.00029,water
meloetta,0.00035,normal
genesect,0.00037,bug
chespin,0.00039,grass
quilladin,0.00041,grass
chesnaught,0.00027,grass
fennekin,0.00023,fire
braixen,0.00034,fire
delphox,0.00030,fire
froakie,0.00025,water
frogadier,0.00025,water
greninja,0.00032,water
bunnelby,0.00024,normal
diggersby,0.00026,normal
fletchling,0.00032,normal
fletchinder,0.00023,fire
talonflame,0.00033,fire
scatterbug,0.00023,bug
spewpa,0.00022,bug
vivillon,0.00034,bug
litleo,0.00022,fire
pyroar,0.00023,fire
flabebe,0.00022,fairy
floette,0.00030,fairy
florges,0.00025,fairy
skiddo,0.00040,grass
gogoat,0.00032,grass
pancham,0.00023,fighting
pangoro,0.00024,fighting
furfrou,0.00021,normal
espurr,0.00020,psychic
meowstic,0.00025,psychic
honedge,0.00021,steel
doublade,0.00022,steel
aegislash,0.00021,steel
spritzee,0.00024,fairy
aromatisse,0.00020,fairy
swirlix,0.00026,fairy
slurpuff,0.00020,fairy
inkay,0.00019,dark
malamar,0.00020,dark
binacle,0.00019,rock
barbaracle,0.00021,rock
skrelp,0.00025,poison
dragalge,0.00025,poison
clauncher,0.00016,water
clawitzer,0.00017,water
helioptile,0.00015,electric
heliolisk,0.00015,electric
tyrunt,0.00016,rock
tyrantrum,0.00054,rock
amaura,0.00059,rock
aurorus,0.00045,rock
sylveon,0.00022,fairy
hawlucha,0.00021,fighting
dedenne,0.00019,electric
carbink,0.00018,rock
goomy,0.00018,dragon
sliggoo,0.00016,dragon
goodra,0.00017,dragon
klefki,0.00016,steel
phantump,0.00015,ghost
trevenant,0.00018,ghost
pumpkaboo,0.00016,ghost
gourgeist,0.00016,ghost
bergmite,0.00014,ice
avalugg,0.00017,ice
noibat,0.00015,flying
noivern,0.00018,flying
xerneas,0.00016,fairy
yveltal,0.00017,dark
zygarde,0.00016,dragon
diancie,0.00015,rock
hoopa,0.00015,psychic
volcanion,0.00016,fire
